都道府県コード,都道府県,市区町村コード,市区町村,製造業,建設業・鉱業,農林水産業,産業部門　小計,業務,家庭,民生部門　小計,旅客自動車,貨物自動車,鉄道,船舶,運輸部門　小計,一般廃棄物,排出量合計
01,北海道,01230,登別市,48 ,5 ,4 ,56 ,66 ,133 ,198 ,48 ,26 ,4 ,0 ,78 ,8 ,340 
01,北海道,01231,恵庭市,514 ,5 ,14 ,533 ,100 ,172 ,272 ,65 ,35 ,5 ,0 ,104 ,0 ,909 
01,北海道,01233,伊達市,39 ,3 ,13 ,56 ,58 ,95 ,153 ,34 ,25 ,2 ,0 ,61 ,4 ,274 
01,北海道,01234,北広島市,210 ,5 ,9 ,224 ,111 ,144 ,255 ,57 ,51 ,4 ,0 ,112 ,0 ,591 
01,北海道,01235,石狩市,287 ,7 ,15 ,309 ,107 ,146 ,253 ,60 ,71 ,4 ,6 ,141 ,9 ,712 
01,北海道,01236,北斗市,177 ,6 ,8 ,191 ,67 ,117 ,184 ,49 ,39 ,3 ,0 ,91 ,4 ,470 
01,北海道,01303,当別町,91 ,1 ,18 ,110 ,24 ,40 ,64 ,17 ,17 ,1 ,0 ,35 ,0 ,209 
01,北海道,01304,新篠津村,0 ,0 ,9 ,10 ,5 ,7 ,12 ,4 ,6 ,0 ,0 ,10 ,0 ,32 
01,北海道,01331,松前町,11 ,1 ,2 ,14 ,9 ,22 ,32 ,6 ,5 ,1 ,0 ,12 ,1 ,59 
01,北海道,01332,福島町,14 ,1 ,4 ,19 ,5 ,12 ,17 ,4 ,3 ,0 ,0 ,8 ,1 ,44 
01,北海道,01333,知内町,15 ,1 ,4 ,20 ,5 ,11 ,16 ,5 ,5 ,0 ,0 ,10 ,1 ,47 
01,北海道,01334,木古内町,4 ,1 ,1 ,6 ,7 ,12 ,20 ,4 ,4 ,0 ,0 ,9 ,1 ,35 
01,北海道,01337,七飯町,41 ,2 ,5 ,48 ,33 ,72 ,106 ,29 ,23 ,2 ,0 ,55 ,4 ,212 
01,北海道,01343,鹿部町,23 ,0 ,1 ,24 ,4 ,10 ,14 ,4 ,5 ,0 ,0 ,10 ,1 ,48 
01,北海道,01345,森町,132 ,2 ,9 ,143 ,23 ,41 ,64 ,17 ,21 ,1 ,1 ,41 ,2 ,249 
01,北海道,01346,八雲町,72 ,2 ,22 ,96 ,28 ,46 ,74 ,17 ,21 ,1 ,0 ,40 ,2 ,212 
01,北海道,01347,長万部町,33 ,0 ,3 ,36 ,8 ,16 ,24 ,5 ,6 ,0 ,0 ,11 ,1 ,73 
01,北海道,01361,江差町,4 ,1 ,2 ,7 ,19 ,23 ,42 ,7 ,7 ,1 ,7 ,22 ,1 ,72 
01,北海道,01362,上ノ国町,7 ,1 ,4 ,12 ,5 ,14 ,18 ,5 ,5 ,0 ,0 ,10 ,1 ,41 
01,北海道,01363,厚沢部町,6 ,1 ,13 ,20 ,6 ,11 ,17 ,4 ,8 ,0 ,0 ,13 ,0 ,50 
01,北海道,01364,乙部町,13 ,1 ,2 ,16 ,4 ,10 ,14 ,4 ,4 ,0 ,0 ,7 ,0 ,38 
01,北海道,01367,奥尻町,0 ,1 ,1 ,1 ,7 ,8 ,15 ,2 ,4 ,0 ,9 ,16 ,0 ,33 
01,北海道,01370,今金町,1 ,1 ,7 ,9 ,9 ,14 ,22 ,5 ,8 ,0 ,0 ,13 ,0 ,44 
01,北海道,01371,せたな町,8 ,2 ,4 ,13 ,13 ,23 ,36 ,8 ,10 ,1 ,3 ,21 ,0 ,71 
01,北海道,01391,島牧村,0 ,0 ,1 ,1 ,2 ,4 ,7 ,2 ,2 ,0 ,0 ,4 ,0 ,11 
01,北海道,01392,寿都町,7 ,0 ,3 ,11 ,5 ,9 ,14 ,3 ,3 ,0 ,0 ,6 ,0 ,32 
01,北海道,01393,黒松内町,0 ,0 ,2 ,3 ,6 ,8 ,14 ,3 ,2 ,0 ,0 ,5 ,0 ,22 
01,北海道,01394,蘭越町,0 ,1 ,7 ,8 ,7 ,13 ,19 ,5 ,8 ,0 ,0 ,14 ,0 ,41 
01,北海道,01395,ニセコ町,2 ,0 ,5 ,7 ,9 ,14 ,23 ,5 ,7 ,0 ,0 ,12 ,0 ,43 
01,北海道,01396,真狩村,0 ,0 ,3 ,3 ,3 ,5 ,8 ,3 ,5 ,0 ,0 ,8 ,0 ,19 
01,北海道,01397,留寿都村,3 ,0 ,2 ,5 ,6 ,5 ,11 ,2 ,4 ,0 ,0 ,6 ,0 ,22 
01,北海道,01398,喜茂別町,3 ,0 ,1 ,4 ,4 ,7 ,10 ,2 ,3 ,0 ,0 ,5 ,0 ,20 
01,北海道,01399,京極町,13 ,1 ,5 ,19 ,6 ,8 ,14 ,3 ,4 ,0 ,0 ,8 ,0 ,41 
01,北海道,01400,倶知安町,14 ,2 ,9 ,25 ,37 ,48 ,85 ,16 ,17 ,1 ,0 ,34 ,0 ,145 
01,北海道,01401,共和町,42 ,1 ,6 ,49 ,7 ,15 ,23 ,6 ,10 ,0 ,0 ,17 ,0 ,89 
01,北海道,01402,岩内町,23 ,3 ,0 ,26 ,21 ,37 ,58 ,12 ,8 ,1 ,1 ,22 ,1 ,107 
01,北海道,01403,泊村,0 ,3 ,0 ,3 ,6 ,5 ,11 ,2 ,2 ,0 ,0 ,4 ,0 ,17 
01,北海道,01404,神恵内村,0 ,0 ,0 ,0 ,2 ,3 ,4 ,1 ,1 ,0 ,0 ,2 ,0 ,7 
01,北海道,01405,積丹町,0 ,0 ,1 ,1 ,4 ,6 ,10 ,2 ,2 ,0 ,0 ,4 ,0 ,15 
01,北海道,01406,古平町,12 ,1 ,1 ,13 ,3 ,10 ,13 ,3 ,3 ,0 ,0 ,5 ,0 ,32 
01,北海道,01407,仁木町,20 ,0 ,5 ,26 ,6 ,9 ,15 ,3 ,5 ,0 ,0 ,8 ,0 ,50 
01,北海道,01408,余市町,19 ,2 ,5 ,25 ,31 ,53 ,85 ,17 ,14 ,1 ,0 ,33 ,2 ,144 
01,北海道,01409,赤井川村,0 ,0 ,3 ,3 ,3 ,4 ,6 ,2 ,2 ,0 ,0 ,4 ,0 ,13 
01,北海道,01423,南幌町,12 ,1 ,15 ,27 ,10 ,18 ,28 ,9 ,10 ,1 ,0 ,19 ,0 ,75 
01,北海道,01424,奈井江町,62 ,2 ,4 ,68 ,8 ,15 ,23 ,5 ,6 ,0 ,0 ,12 ,1 ,103 
01,北海道,01425,上砂川町,9 ,1 ,0 ,9 ,3 ,10 ,13 ,3 ,2 ,0 ,0 ,5 ,0 ,27 
01,北海道,01427,由仁町,19 ,0 ,13 ,33 ,7 ,13 ,20 ,6 ,9 ,0 ,0 ,15 ,0 ,69 
01,北海道,01428,長沼町,7 ,1 ,20 ,28 ,19 ,27 ,45 ,12 ,17 ,1 ,0 ,30 ,0 ,104 
01,北海道,01429,栗山町,47 ,1 ,25 ,73 ,21 ,32 ,53 ,12 ,14 ,1 ,0 ,27 ,0 ,154 
01,北海道,01430,月形町,1 ,0 ,5 ,7 ,8 ,9 ,17 ,3 ,5 ,0 ,0 ,8 ,0 ,33 
01,北海道,01431,浦臼町,0 ,0 ,7 ,8 ,2 ,5 ,7 ,2 ,4 ,0 ,0 ,6 ,0 ,21 
01,北海道,01432,新十津川町,0 ,1 ,3 ,4 ,9 ,16 ,25 ,7 ,9 ,0 ,0 ,16 ,1 ,45 
01,北海道,01433,妹背牛町,14 ,0 ,2 ,17 ,4 ,8 ,12 ,3 ,5 ,0 ,0 ,8 ,0 ,37 
01,北海道,01434,秩父別町,1 ,0 ,6 ,8 ,4 ,6 ,10 ,3 ,4 ,0 ,0 ,7 ,0 ,25 
01,北海道,01436,雨竜町,0 ,0 ,6 ,7 ,5 ,6 ,11 ,3 ,4 ,0 ,0 ,7 ,0 ,25 
01,北海道,01437,北竜町,0 ,1 ,9 ,9 ,2 ,5 ,7 ,2 ,3 ,0 ,0 ,5 ,0 ,22 
01,北海道,01438,沼田町,2 ,1 ,4 ,7 ,6 ,8 ,14 ,3 ,5 ,0 ,0 ,9 ,0 ,30 
01,北海道,01452,鷹栖町,3 ,1 ,6 ,10 ,9 ,16 ,25 ,7 ,9 ,1 ,0 ,17 ,0 ,53 
01,北海道,01453,東神楽町,8 ,1 ,10 ,18 ,13 ,23 ,36 ,12 ,8 ,1 ,0 ,21 ,1 ,77 
01,北海道,01454,当麻町,17 ,0 ,14 ,31 ,8 ,16 ,24 ,7 ,11 ,0 ,0 ,18 ,2 ,75 
01,北海道,01455,比布町,4 ,0 ,5 ,10 ,5 ,10 ,14 ,4 ,5 ,0 ,0 ,9 ,1 ,35 
01,北海道,01456,愛別町,4 ,0 ,14 ,18 ,4 ,8 ,11 ,3 ,4 ,0 ,0 ,7 ,1 ,38 
01,北海道,01457,上川町,2 ,1 ,6 ,9 ,8 ,11 ,19 ,4 ,4 ,0 ,0 ,8 ,2 ,37 
01,北海道,01458,東川町,30 ,1 ,18 ,49 ,10 ,20 ,30 ,8 ,8 ,1 ,0 ,16 ,1 ,97 
01,北海道,01459,美瑛町,16 ,1 ,13 ,30 ,16 ,25 ,41 ,11 ,14 ,1 ,0 ,25 ,1 ,98 
01,北海道,01460,上富良野町,17 ,1 ,14 ,33 ,23 ,28 ,51 ,11 ,9 ,1 ,0 ,21 ,1 ,106 
01,北海道,01461,中富良野町,3 ,0 ,6 ,10 ,7 ,12 ,19 ,5 ,7 ,0 ,0 ,12 ,0 ,41 
01,北海道,01462,南富良野町,0 ,0 ,6 ,6 ,5 ,8 ,13 ,3 ,3 ,0 ,0 ,6 ,0 ,25 
01,北海道,01463,占冠村,0 ,0 ,1 ,1 ,2 ,4 ,6 ,1 ,1 ,0 ,0 ,3 ,0 ,11 
01,北海道,01464,和寒町,4 ,1 ,9 ,14 ,5 ,9 ,14 ,3 ,6 ,0 ,0 ,9 ,0 ,37 
01,北海道,01465,剣淵町,1 ,0 ,1 ,2 ,5 ,8 ,13 ,3 ,6 ,0 ,0 ,9 ,0 ,24 
01,北海道,01468,下川町,7 ,1 ,3 ,11 ,5 ,9 ,15 ,3 ,4 ,0 ,0 ,7 ,0 ,33 
01,北海道,01469,美深町,2 ,1 ,9 ,12 ,8 ,12 ,21 ,4 ,7 ,0 ,0 ,11 ,0 ,44 
01,北海道,01470,音威子府村,0 ,0 ,0 ,1 ,1 ,3 ,4 ,1 ,1 ,0 ,0 ,2 ,0 ,7 
01,北海道,01471,中川町,2 ,1 ,3 ,6 ,3 ,4 ,7 ,2 ,3 ,0 ,0 ,4 ,0 ,17 
01,北海道,01472,幌加内町,2 ,0 ,4 ,6 ,3 ,4 ,7 ,1 ,3 ,0 ,0 ,4 ,0 ,18 
01,北海道,01481,増毛町,22 ,0 ,5 ,27 ,6 ,13 ,18 ,4 ,4 ,0 ,1 ,9 ,0 ,54 
01,北海道,01482,小平町,2 ,0 ,7 ,9 ,5 ,9 ,13 ,3 ,4 ,0 ,0 ,7 ,0 ,29 
01,北海道,01483,苫前町,2 ,1 ,7 ,10 ,4 ,8 ,12 ,3 ,4 ,0 ,0 ,8 ,0 ,30 
01,北海道,01484,羽幌町,9 ,1 ,16 ,26 ,13 ,19 ,33 ,6 ,9 ,1 ,6 ,22 ,0 ,81 
01,北海道,01485,初山別村,0 ,0 ,3 ,3 ,2 ,3 ,5 ,1 ,2 ,0 ,0 ,3 ,0 ,11 
01,北海道,01486,遠別町,3 ,0 ,9 ,12 ,5 ,7 ,12 ,3 ,4 ,0 ,0 ,7 ,0 ,31 
01,北海道,01487,天塩町,0 ,1 ,6 ,7 ,5 ,8 ,13 ,4 ,5 ,0 ,2 ,10 ,0 ,30 
01,北海道,01511,猿払村,27 ,0 ,19 ,46 ,3 ,6 ,10 ,3 ,4 ,0 ,0 ,8 ,0 ,64 
01,北海道,01512,浜頓別町,21 ,1 ,6 ,28 ,7 ,10 ,17 ,4 ,5 ,0 ,0 ,10 ,1 ,56 
01,北海道,01513,中頓別町,0 ,0 ,2 ,2 ,3 ,5 ,8 ,2 ,2 ,0 ,0 ,4 ,0 ,14 
01,北海道,01514,枝幸町,55 ,1 ,9 ,65 ,12 ,21 ,34 ,9 ,13 ,1 ,1 ,23 ,1 ,124 
01,北海道,01516,豊富町,17 ,1 ,4 ,22 ,7 ,10 ,18 ,5 ,6 ,0 ,0 ,11 ,0 ,50 
01,北海道,01517,礼文町,12 ,0 ,1 ,13 ,6 ,7 ,13 ,2 ,3 ,0 ,33 ,39 ,0 ,65 
01,北海道,01518,利尻町,3 ,0 ,0 ,4 ,5 ,6 ,11 ,2 ,3 ,0 ,4 ,9 ,0 ,24 
01,北海道,01519,利尻富士町,5 ,1 ,1 ,7 ,5 ,7 ,12 ,2 ,4 ,0 ,30 ,37 ,0 ,56 
01,北海道,01520,幌延町,0 ,0 ,3 ,3 ,5 ,7 ,12 ,2 ,3 ,0 ,0 ,6 ,0 ,21 
01,北海道,01543,美幌町,57 ,2 ,35 ,94 ,34 ,51 ,85 ,22 ,22 ,1 ,0 ,46 ,0 ,225 
01,北海道,01544,津別町,63 ,1 ,14 ,78 ,7 ,13 ,20 ,5 ,8 ,0 ,0 ,13 ,0 ,111 
01,北海道,01545,斜里町,103 ,2 ,23 ,128 ,22 ,30 ,52 ,13 ,17 ,1 ,0 ,32 ,0 ,212 
01,北海道,01546,清里町,10 ,0 ,4 ,14 ,5 ,9 ,15 ,5 ,7 ,0 ,0 ,12 ,0 ,40 
01,北海道,01547,小清水町,7 ,0 ,31 ,39 ,7 ,11 ,18 ,6 ,11 ,0 ,0 ,18 ,0 ,75 
01,北海道,01549,訓子府町,14 ,0 ,2 ,16 ,6 ,11 ,17 ,6 ,9 ,0 ,0 ,15 ,0 ,49 
01,北海道,01550,置戸町,2 ,0 ,8 ,10 ,5 ,8 ,13 ,3 ,5 ,0 ,0 ,8 ,0 ,31 
01,北海道,01552,佐呂間町,129 ,1 ,7 ,137 ,7 ,13 ,20 ,6 ,11 ,0 ,0 ,17 ,0 ,174 
01,北海道,01555,遠軽町,23 ,2 ,17 ,43 ,37 ,56 ,93 ,21 ,19 ,1 ,0 ,41 ,0 ,177 
01,北海道,01559,湧別町,44 ,2 ,19 ,65 ,11 ,22 ,33 ,10 ,17 ,1 ,0 ,27 ,0 ,125 
01,北海道,01560,滝上町,3 ,0 ,6 ,9 ,4 ,8 ,12 ,3 ,4 ,0 ,0 ,7 ,0 ,28 
01,北海道,01561,興部町,29 ,1 ,7 ,37 ,5 ,10 ,15 ,4 ,7 ,0 ,0 ,11 ,0 ,63 
01,北海道,01562,西興部村,3 ,0 ,1 ,4 ,2 ,4 ,5 ,1 ,1 ,0 ,0 ,2 ,0 ,12 
01,北海道,01563,雄武町,27 ,1 ,6 ,33 ,5 ,12 ,17 ,5 ,8 ,0 ,0 ,13 ,0 ,63 
01,北海道,01564,大空町,7 ,1 ,50 ,58 ,11 ,16 ,28 ,10 ,15 ,1 ,0 ,25 ,0 ,111 
01,北海道,01571,豊浦町,0 ,1 ,8 ,9 ,6 ,12 ,18 ,4 ,5 ,0 ,0 ,9 ,1 ,36 
01,北海道,01575,壮瞥町,1 ,0 ,5 ,6 ,7 ,7 ,14 ,3 ,3 ,0 ,0 ,6 ,1 ,28 
01,北海道,01578,白老町,164 ,2 ,25 ,190 ,26 ,51 ,77 ,18 ,15 ,1 ,4 ,38 ,0 ,306 
01,北海道,01581,厚真町,26 ,1 ,13 ,40 ,9 ,11 ,20 ,5 ,11 ,0 ,201 ,218 ,0 ,278 
01,北海道,01584,洞爺湖町,19 ,1 ,5 ,25 ,20 ,26 ,47 ,10 ,9 ,1 ,0 ,19 ,2 ,93 
01,北海道,01585,安平町,58 ,1 ,12 ,70 ,14 ,22 ,36 ,9 ,11 ,1 ,0 ,21 ,0 ,127 
01,北海道,01586,むかわ町,6 ,2 ,29 ,36 ,12 ,23 ,35 ,10 ,15 ,1 ,0 ,26 ,1 ,98 
01,北海道,01601,日高町,36 ,2 ,55 ,92 ,20 ,34 ,54 ,14 ,17 ,1 ,0 ,32 ,1 ,179 
01,北海道,01602,平取町,1 ,1 ,8 ,10 ,8 ,14 ,21 ,6 ,10 ,0 ,0 ,16 ,1 ,48 
01,北海道,01604,新冠町,3 ,1 ,34 ,38 ,7 ,15 ,21 ,6 ,8 ,0 ,0 ,15 ,1 ,75 
01,北海道,01607,浦河町,6 ,1 ,52 ,60 ,24 ,36 ,60 ,14 ,16 ,1 ,3 ,34 ,0 ,154 
01,北海道,01608,様似町,16 ,1 ,10 ,27 ,6 ,12 ,18 ,5 ,6 ,0 ,0 ,11 ,0 ,57 
01,北海道,01609,えりも町,11 ,0 ,14 ,26 ,6 ,12 ,17 ,5 ,9 ,0 ,1 ,15 ,1 ,59 
01,北海道,01610,新ひだか町,9 ,3 ,54 ,66 ,42 ,63 ,105 ,25 ,25 ,2 ,0 ,52 ,3 ,226 
01,北海道,01631,音更町,179 ,4 ,25 ,209 ,59 ,107 ,166 ,50 ,42 ,3 ,0 ,94 ,3 ,473 
01,北海道,01632,士幌町,53 ,1 ,29 ,83 ,9 ,14 ,23 ,8 ,15 ,0 ,0 ,23 ,0 ,129 
01,北海道,01633,上士幌町,4 ,1 ,19 ,24 ,7 ,13 ,20 ,6 ,10 ,0 ,0 ,16 ,0 ,61 
01,北海道,01634,鹿追町,1 ,0 ,15 ,16 ,10 ,13 ,23 ,7 ,11 ,0 ,0 ,18 ,0 ,57 
01,北海道,01635,新得町,9 ,1 ,16 ,26 ,12 ,18 ,30 ,7 ,9 ,0 ,0 ,16 ,0 ,73 
01,北海道,01636,清水町,52 ,1 ,24 ,77 ,15 ,25 ,40 ,11 ,16 ,1 ,0 ,28 ,1 ,146 
01,北海道,01637,芽室町,193 ,2 ,33 ,228 ,36 ,42 ,77 ,23 ,40 ,1 ,0 ,64 ,2 ,372 
01,北海道,01638,中札内村,37 ,0 ,20 ,56 ,6 ,10 ,16 ,5 ,8 ,0 ,0 ,13 ,0 ,85 
01,北海道,01639,更別村,0 ,0 ,7 ,7 ,5 ,7 ,12 ,4 ,8 ,0 ,0 ,12 ,0 ,32 
01,北海道,01641,大樹町,57 ,1 ,17 ,75 ,9 ,14 ,23 ,7 ,11 ,0 ,0 ,18 ,1 ,118 
01,北海道,01642,広尾町,24 ,1 ,14 ,39 ,11 ,18 ,29 ,8 ,12 ,1 ,4 ,23 ,1 ,93 
01,北海道,01643,幕別町,46 ,3 ,39 ,88 ,32 ,65 ,97 ,31 ,34 ,2 ,0 ,67 ,2 ,255 
01,北海道,01644,池田町,34 ,1 ,5 ,40 ,10 ,18 ,29 ,8 ,9 ,0 ,0 ,18 ,1 ,87 
01,北海道,01645,豊頃町,0 ,0 ,11 ,11 ,4 ,8 ,12 ,4 ,9 ,0 ,0 ,14 ,0 ,37 
01,北海道,01646,本別町,69 ,1 ,9 ,79 ,12 ,20 ,32 ,9 ,14 ,1 ,0 ,23 ,0 ,135 
01,北海道,01647,足寄町,9 ,1 ,11 ,22 ,11 ,19 ,30 ,8 ,11 ,1 ,0 ,20 ,0 ,71 
01,北海道,01648,陸別町,2 ,0 ,11 ,13 ,4 ,7 ,11 ,3 ,4 ,0 ,0 ,7 ,0 ,32 
01,北海道,01649,浦幌町,44 ,1 ,16 ,60 ,7 ,12 ,19 ,6 ,10 ,0 ,0 ,16 ,0 ,96 
01,北海道,01661,釧路町,25 ,4 ,7 ,35 ,42 ,51 ,93 ,24 ,22 ,1 ,0 ,47 ,3 ,178 
01,北海道,01662,厚岸町,44 ,1 ,12 ,57 ,15 ,24 ,39 ,11 ,13 ,1 ,0 ,24 ,1 ,121 
01,北海道,01663,浜中町,104 ,1 ,12 ,117 ,7 ,13 ,20 ,7 ,12 ,0 ,0 ,19 ,0 ,156 
01,北海道,01664,標茶町,75 ,1 ,18 ,94 ,13 ,19 ,32 ,10 ,15 ,1 ,0 ,26 ,1 ,154 
01,北海道,01665,弟子屈町,5 ,1 ,6 ,12 ,15 ,21 ,36 ,9 ,11 ,1 ,0 ,20 ,2 ,71 
01,北海道,01667,鶴居村,1 ,0 ,9 ,11 ,5 ,6 ,11 ,3 ,5 ,0 ,0 ,8 ,1 ,30 
01,北海道,01668,白糠町,138 ,1 ,11 ,150 ,12 ,22 ,34 ,9 ,11 ,1 ,0 ,21 ,1 ,207 
01,北海道,01691,別海町,207 ,2 ,43 ,252 ,24 ,35 ,60 ,19 ,29 ,1 ,0 ,50 ,2 ,364 
01,北海道,01692,中標津町,42 ,4 ,24 ,70 ,50 ,59 ,109 ,29 ,34 ,2 ,0 ,64 ,4 ,247 
01,北海道,01693,標津町,24 ,1 ,18 ,43 ,8 ,13 ,21 ,7 ,10 ,0 ,0 ,17 ,1 ,82 
01,北海道,01694,羅臼町,35 ,0 ,36 ,71 ,8 ,11 ,19 ,6 ,8 ,0 ,0 ,15 ,1 ,106 
02,青森県,02201,青森市,228 ,30 ,21 ,279 ,536 ,826 ,"1,362 ",259 ,189 ,21 ,157 ,625 ,35 ,"2,300 "
02,青森県,02202,弘前市,681 ,14 ,30 ,726 ,315 ,482 ,796 ,162 ,154 ,12 ,0 ,328 ,26 ,"1,877 "
02,青森県,02203,八戸市,"1,200 ",28 ,69 ,"1,298 ",414 ,650 ,"1,064 ",228 ,171 ,17 ,112 ,528 ,32 ,"2,922 "
02,青森県,02204,黒石市,139 ,3 ,14 ,156 ,42 ,82 ,124 ,34 ,35 ,2 ,0 ,71 ,5 ,356 
02,青森県,02205,五所川原市,51 ,7 ,17 ,74 ,88 ,154 ,242 ,55 ,57 ,4 ,0 ,116 ,3 ,436 
02,青森県,02206,十和田市,143 ,10 ,47 ,200 ,99 ,165 ,264 ,66 ,73 ,4 ,10 ,154 ,8 ,627 
02,青森県,02207,三沢市,197 ,5 ,23 ,225 ,68 ,115 ,182 ,43 ,30 ,3 ,0 ,75 ,8 ,490 
02,青森県,02208,むつ市,30 ,8 ,23 ,61 ,91 ,177 ,268 ,56 ,45 ,4 ,0 ,106 ,10 ,445 
02,青森県,02209,つがる市,13 ,4 ,22 ,39 ,36 ,82 ,118 ,33 ,51 ,2 ,0 ,87 ,2 ,245 
02,青森県,02210,平川市,115 ,3 ,18 ,135 ,31 ,71 ,103 ,30 ,36 ,2 ,0 ,68 ,4 ,309 
02,青森県,02301,平内町,28 ,1 ,4 ,34 ,10 ,30 ,40 ,10 ,12 ,1 ,0 ,22 ,0 ,96 
02,青森県,02303,今別町,0 ,1 ,1 ,1 ,3 ,9 ,12 ,2 ,3 ,0 ,0 ,5 ,0 ,18 
02,青森県,02304,蓬田村,0 ,0 ,1 ,1 ,2 ,7 ,9 ,3 ,4 ,0 ,0 ,7 ,0 ,17 
02,青森県,02307,外ヶ浜町,2 ,1 ,4 ,7 ,7 ,18 ,26 ,5 ,6 ,0 ,0 ,12 ,1 ,45 
02,青森県,02321,鰺ヶ沢町,4 ,1 ,7 ,13 ,13 ,28 ,41 ,9 ,13 ,1 ,0 ,23 ,1 ,78 
02,青森県,02323,深浦町,2 ,1 ,13 ,16 ,10 ,23 ,33 ,7 ,11 ,1 ,0 ,19 ,1 ,70 
02,青森県,02343,西目屋村,0 ,0 ,1 ,1 ,2 ,3 ,5 ,1 ,2 ,0 ,0 ,4 ,0 ,10 
02,青森県,02361,藤崎町,15 ,2 ,4 ,21 ,16 ,36 ,51 ,15 ,17 ,1 ,0 ,33 ,2 ,108 
