,coal_2013,gasoline_2013,gas_2013,re_heat_2013,waste_2013,hydrogen_methane_2013,grid_power_2013,self_pv_consumption_non_post_FIT_2013,private_power_generation_2013,total_2013,total_non_graduated_FIT_inc_2013,coal_2030,gasoline_2030,gas_2030,re_heat_2030,waste_2030,hydrogen_methane_2030,grid_power_2030,self_pv_consumption_non_post_FIT_2030,private_power_generation_2030,total_2030,total_non_graduated_FIT_inc_2030,coal_2040,gasoline_2040,gas_2040,re_heat_2040,waste_2040,hydrogen_methane_2040,grid_power_2040,self_pv_consumption_non_post_FIT_2040,private_power_generation_2040,total_2040,total_non_graduated_FIT_inc_2040,coal_2050,gasoline_2050,gas_2050,re_heat_2050,waste_2050,hydrogen_methane_2050,grid_power_2050,self_pv_consumption_non_post_FIT_2050,private_power_generation_2050,total_2050,total_non_graduated_FIT_inc_2050,commune_name,commune_code
1433,54.83745169574859,96960.50831896951,0.0,4.292160391180568e-09,17.03848452223937,0.0,61815.04849544188,0.0,0.0,158847.43275062938,158847.43275062938,41.97550495345161,54836.060556264914,5.144797221111062,0.0,0.0061770252063968805,0.0,25273.812920233704,0.0,2.316993990021907,80159.31694968841,65198.63559818563,-0.00029437444770651577,28575.244934345337,0.0,0.0,0.004635915384097633,0.0,13857.860336494532,0.0,864.6288236769369,43297.73843605775,30913.820783027288,-0.00025757764174320127,9942.721797040553,0.0,0.0,0.0034257677796376952,0.0,10124.719443863823,0.0,691.7215948934698,20759.166003987983,4345.768419657194,南宇和郡愛南町,1448.0
1434,1099822.664406578,886805.0451255498,147092.70412277407,2.3359907505824197e-06,1202.3171516844443,0.0,1338140.5306245019,0.0,0.0,3473063.261431088,3473063.261431088,849550.2735836399,553978.6129911749,103337.41258895505,0.0,788.5664508164209,0.0,459457.7104307538,0.0,22.061795626995714,1967134.6378409672,1882017.4060146683,854654.587598291,283492.4155526058,79427.9107362604,0.0,687.2884150050112,0.0,171333.4392392352,0.0,12638.322737354792,1402233.9642787522,1359871.211055671,496203.2975877673,79158.38099538202,44681.24178208063,0.0,573.741863847927,0.0,73901.92967466482,0.0,10119.763222714364,704638.3551264572,672587.9101938595,高知市,1449.0
1435,49.4610476461789,57912.61986599914,0.0,4.079913453964476e-09,15.590038859177255,0.0,44407.3728923929,0.0,0.0,102385.0438448974,102385.0438448974,37.860436337117726,35366.476098185965,3.7926261468517546,0.0,0.04313191464397886,0.0,17223.997401336037,0.0,1.1420773525619796,52633.31177127318,50140.646289955876,-5.439527838055181e-05,18127.394948734334,0.0,0.0,0.03629086671368419,0.0,9985.525089500801,0.0,865.6025358576646,28978.55881056424,26704.54976508117,-4.7595868582982835e-05,5884.011508076786,0.0,0.0,0.029617872185771832,0.0,7079.721162346796,0.0,692.4911653049523,13656.253406004853,4971.996381465819,室戸市,1450.0
1436,41.93435422309114,65864.61732260908,0.0,3.828371440498769e-09,13.133854809220809,0.0,50127.016971792684,0.0,0.0,116046.70250343406,116046.70250343406,32.09907742647778,44967.19855436956,4.070184254403021,0.0,0.02883971502518717,0.0,16201.374575134434,0.0,1.7112916241264164,61206.48252252402,59143.266132838966,-3.199722257679518e-05,21932.222438864665,0.0,0.0,0.02523712939655732,0.0,7563.736406921641,0.0,822.946548409513,30318.930599327992,25141.1931710903,-2.7997569754695785e-05,5206.5641429778625,0.0,0.0,0.022215171027769143,0.0,6604.927094066829,0.0,658.3709290606035,12469.884353278754,4453.032483240334,安芸市,1451.0
1437,142.93425345364727,187617.83106751458,0.0,1.8176566438807928e-08,35.86923038568763,0.0,173601.21203012698,0.0,0.0,361397.84658148093,361397.84658148093,99.4882261399008,124347.96671390973,13.104391767184431,0.0,1.2196690235962364,0.0,55192.81100549698,0.0,3.9297677594544798,179658.51977409684,170821.27685157987,23.467391798983478,65797.91306219982,0.0,0.0,1.0594174876748044,0.0,23925.195538723226,0.0,4385.336224011321,94132.97163422103,88298.26589874613,18.773953127310424,22818.239274872918,0.0,0.0,0.9326442828160719,0.0,11581.286197578698,0.0,3508.300417351133,37927.53248721288,32641.53397800724,南国市,1452.0
1438,183111.51766941414,177451.8775244397,5641.164526095871,2.812106818753026e-06,240.4913104327748,0.0,119168.17495600355,0.0,0.0,485613.22598638607,485613.22598638607,21233.18812275391,78985.09715624891,1708.386681763889,0.0,122.24743001953803,0.0,62466.61833746037,0.0,1.242713520836038,164516.78044176745,158858.81353942235,65826.85745150193,62135.26381969164,2028.2906491620452,0.0,91.70524480053113,0.0,17610.29847059242,0.0,2715.186670210752,150407.60230595933,147498.59037477992,84212.30684973352,45455.48602620137,2594.7924778792576,0.0,85.60246957054045,0.0,8623.308266463353,0.0,2172.66221134873,143144.15830119676,139608.15900146333,土佐市,1453.0
1439,186824.2408788881,94078.40023130995,254.48180667282506,7.158645571645911e-09,318.23569835984006,0.0,98736.61894935954,0.0,0.0,380211.9775645903,380211.9775645903,112628.38843791613,59727.65111139155,1243.9085814606756,0.0,1349.822303961247,0.0,37582.05350214827,0.0,2.017791616507268,212533.84172849436,176588.25304050936,59586.29133655761,31336.672689787993,328.1106425961619,0.0,789.0189315003109,0.0,19825.54972696349,0.0,1487.5848363394364,113353.228163745,83033.0766491789,13243.07029976111,10499.048476499313,138.7660811990034,0.0,266.37661139343635,0.0,10377.553919821392,0.0,1190.0840114044813,35714.899400078735,13749.124947999528,須崎市,1454.0
1440,66.66515723754932,88151.16115522459,0.0,6.574650841180518e-09,21.824759501319097,0.0,68698.92440860337,0.0,0.0,156938.57548056683,156938.57548056683,51.02902604196379,55259.43416174229,4.76316514882245,0.0,0.20920019890904065,0.0,24226.673019918744,0.0,2.4337558918812796,79544.54232894261,64429.24253965734,-0.00038076694866386274,26872.959747866633,0.0,0.0,0.1611177816449149,0.0,15326.836834164495,0.0,1462.72276131364,43662.68008035947,33429.90586169601,-0.00033317108008087997,6823.245812146762,0.0,0.0,0.12742129438624958,0.0,9727.737503593762,0.0,1170.197679098047,17721.308082961878,-11670.989636796538,宿毛市,1455.0
1441,91.39535464286935,53512.99686231121,0.0,6.106878771748555e-09,28.274877556935227,0.0,44556.679539150166,0.0,0.0,98189.34663366117,98189.34663366117,69.95955935963768,34450.95409900544,3.716819821106979,0.0,0.0067520824846299425,0.0,16046.004733518883,0.0,1.2515416355551408,50571.893505423104,48385.002484349316,-3.199722257679518e-05,17504.776955808837,0.0,0.0,0.006194128457953243,0.0,8297.466041293199,0.0,1285.2719072808748,27087.521066514146,21768.639032246334,-2.7997569754695785e-05,5531.5950745776645,0.0,0.0,0.005554004855136568,0.0,6092.8191004981945,0.0,1028.2275381577842,12652.647239240929,-13826.491675894385,土佐清水市,1456.0
1442,135.48014825275132,135105.4285513601,0.0,8.359353101883211e-09,42.37819993991879,0.0,112357.00470544706,0.0,0.0,247640.2916049998,247640.2916049998,103.7047822459346,89933.70178762337,7.599874505746189,0.0,0.0791833648676092,0.0,36536.96870574242,0.0,4.597499885712761,126586.65183336806,120870.065310059,-1.919833354607711e-05,44678.21651689759,0.0,0.0,0.06703486601183875,0.0,19695.430143570487,0.0,1674.3290169812071,66048.04269311696,59403.51104808601,-1.679854185281747e-05,11332.928318214344,0.0,0.0,0.05743344628079339,0.0,14675.426654401328,0.0,1339.4999935840515,27347.912382847462,3008.101414546134,四万十市,1457.0
