,post_FIT_power_consumption_2013,electricity_distribution_business/microgrid_2013,local_production_local_consumption/total_energy_consumption_2013,self_consumption_solar_2013,non_FIT_solar_consumption_2013,solar_heat_consumption_(household)_2013,biomass_heat_consumption_(commercial)_2013,total_renewable_energy_&_heat_local_production_&_local_consumption_2013,post_FIT_power_consumption_2030,electricity_distribution_business/microgrid_2030,local_production_local_consumption/total_energy_consumption_2030,self_consumption_solar_2030,non_FIT_solar_consumption_2030,solar_heat_consumption_(household)_2030,biomass_heat_consumption_(commercial)_2030,total_renewable_energy_&_heat_local_production_&_local_consumption_2030,post_FIT_power_consumption_2040,electricity_distribution_business/microgrid_2040,local_production_local_consumption/total_energy_consumption_2040,self_consumption_solar_2040,non_FIT_solar_consumption_2040,solar_heat_consumption_(household)_2040,biomass_heat_consumption_(commercial)_2040,total_renewable_energy_&_heat_local_production_&_local_consumption_2040,post_FIT_power_consumption_2050,electricity_distribution_business/microgrid_2050,local_production_local_consumption/total_energy_consumption_2050,self_consumption_solar_2050,non_FIT_solar_consumption_2050,solar_heat_consumption_(household)_2050,biomass_heat_consumption_(commercial)_2050,total_renewable_energy_&_heat_local_production_&_local_consumption_2050,commune_name,commune_code
10,2953.227446208,0.0,0.0,199.30150084658393,1473.6326921456232,,4426.860138353623,0.001235776303515838,16216.692643832697,0.0,0.0,199.30150084658393,19884.8758029869,612449.4675896355,648750.3375373017,0.23788296089137073,24292.24326865965,0.0,0.0,199.30150084658393,30715.018809364123,816207.7057920989,871414.2693709693,0.4637728728266823,29319.792780455493,0.0,0.0,199.30150084658393,41545.16181574134,3345373.984142537,3416438.2402395806,2.7813875026419685,網走市,25.0
11,57.121661376,0.0,0.0,258.0429958329455,964.4561986582108,,1021.5778600342109,0.0005758454319910552,1014.9511745881018,0.0,0.0,258.0429958329455,12505.742778494207,83139.59122215449,96918.32817106973,0.07066125040680962,1654.8174992914223,0.0,0.0,258.0429958329455,19294.73488428009,122967.89630857944,144175.4916879839,0.15880862732710746,2301.676652388791,0.0,0.0,258.0429958329455,26083.726990065967,1792652.1271473176,1821295.5737856054,3.1204553510705195,留萌市,26.0
12,6341.235795648,0.0,0.0,1124.4800468817791,6802.5274787366725,,13143.763274384673,0.00023644242103168796,58839.51831395617,0.0,0.0,1124.4800468817791,99807.65031977816,3583100.0040744334,3742871.6527550495,0.09333949456545917,90612.15699665766,0.0,0.0,1124.4800468817791,154516.54610862612,4012778.127111379,4259031.310263544,0.12128711152437718,116546.37047882407,0.0,0.0,1124.4800468817791,209225.44189747405,10702559.47628779,11029455.768710969,0.32391764723726296,苫小牧市,27.0
13,244.445059872,0.0,0.0,243.35762208635512,1509.6706635311743,,1754.1157234031743,0.0005360126258266093,8082.771518976324,0.0,0.0,243.35762208635512,19193.144723067773,3832525.373038921,3860044.6469030515,1.530110620490271,12658.91881834896,0.0,0.0,243.35762208635512,29595.18828750107,984917.2015409161,1027414.6662688525,0.6061467157851624,17137.693962380054,0.0,0.0,243.35762208635512,39997.23185193436,14018910.514177112,14076288.797613513,12.878850995555403,稚内市,28.0
14,537.9796880640001,0.0,0.0,88.11224247954237,980.6332435912807,,1518.6129316552808,0.000714730646768575,5304.969186917847,0.0,0.0,88.11224247954237,12640.232286895873,19266.212193139578,37299.525909432836,0.023947115013406385,8145.664207335532,0.0,0.0,88.11224247954237,19498.819959427987,60073.64734268162,87806.24375192469,0.08619299347116698,10501.470805082608,0.0,0.0,88.11224247954237,26357.4076319601,423449.64743873104,460396.6381182533,0.7244668735294615,美唄市,29.0
15,494.84941459200013,0.0,0.0,117.48298997272316,685.5223001340435,,1180.3717147260436,0.0008395700521640025,4342.440758812889,0.0,0.0,117.48298997272316,8122.057745554459,66274.14550771698,78856.12700205705,0.0730271473348518,6814.398583028732,0.0,0.0,117.48298997272316,12496.490360507645,167077.5408961408,186505.9128296499,0.2523704876000823,9007.543602670865,0.0,0.0,117.48298997272316,16870.922975460828,2044915.6543279605,2070911.603896065,4.233689750704786,芦別市,30.0
16,3303.94031136,0.0,0.0,851.7516773022428,4362.196225268848,,7666.136536628848,0.000551211094431189,16549.704635465558,0.0,0.0,851.7516773022428,64626.53644001009,702454.2015419133,784482.1942946912,0.0764483905035674,25638.750305396705,0.0,0.0,851.7516773022428,100076.14833103436,725562.9255742664,852129.5758879996,0.10459580598661686,31769.165614633494,0.0,0.0,851.7516773022428,135525.76022205863,1626268.7150283218,1794415.392542316,0.25440714094611594,江別市,31.0
17,295.68532032,0.0,0.0,79.72060033863357,521.9099100436404,,817.5952303636404,0.0007661376083295757,2036.907214472245,0.0,0.0,79.72060033863357,6324.232740957151,7397.7937733677545,15838.654329135785,0.01832802747474013,3101.512501633807,0.0,0.0,79.72060033863357,9737.363817965097,33530.34778713419,46448.94470707173,0.07525178149977699,3953.676909567812,0.0,0.0,79.72060033863357,13150.494894973044,330071.77648371214,347255.66888859164,0.6774924883271088,赤平市,32.0
18,776.0563050239999,0.0,0.0,39.86030016931679,985.6785595852579,,1761.7348646092578,0.0007852256233790489,9262.054425205257,0.0,0.0,39.86030016931679,12657.64962583623,1237236.0486909936,1259195.6130422044,0.7076307940287205,14212.09241254941,0.0,0.0,39.86030016931679,19523.514958925036,1796622.3957457724,1830397.863417416,1.4743359903830306,18435.966185043195,0.0,0.0,39.86030016931679,26389.38029201384,10603601.117868615,10648466.324645841,13.661092108800656,紋別市,33.0
19,472.46352192,0.0,0.0,130.07045318408635,791.2336828649942,,1263.6972047849943,0.0006734465690454593,2691.6362912068516,0.0,0.0,130.07045318408635,10230.379107212522,8362.273095767263,21414.358947370725,0.015400942208478562,4137.975756178221,0.0,0.0,130.07045318408635,15782.817592122834,347804.5489865531,367855.41278803826,0.39984829090541674,5146.814215484725,0.0,0.0,130.07045318408635,21335.256077033144,4957199.069630653,4983811.210376355,8.774883058478835,士別市,34.0
20,426.50610911999996,0.0,0.0,195.10567977612953,1155.6977001442033,,1582.2038092642033,0.00032947380248417893,3924.740644952036,0.0,0.0,195.10567977612953,15939.824329403353,14578.870548906789,34638.54120303831,0.009915159278935147,6226.549686839129,0.0,0.0,195.10567977612953,24636.36940543815,82262.35883621594,113320.38360826935,0.039104074406660846,8222.657235455385,0.0,0.0,195.10567977612953,33332.914481472944,915532.9701051,957283.6475018044,0.3771242427854369,名寄市,35.0
21,83.27270016000003,0.0,0.0,48.25194231022558,433.3365848160408,,516.6092849760408,0.0006006484019386123,2756.4379456906167,0.0,0.0,48.25194231022558,5278.619241559601,509299.05534291174,517382.36447247217,0.7863227682539533,4302.661547728715,0.0,0.0,48.25194231022558,8128.785510232283,19550.435109521164,32030.134109792387,0.07042192364395125,5794.160940476048,0.0,0.0,48.25194231022558,10978.951778904964,78775.05328529337,95596.41794698461,0.3153511874363917,三笠市,36.0
22,941.845724352,0.0,0.0,213.98687459317432,1048.7049673195443,,1990.5506916715444,0.0007139535887478669,19757.508990884246,0.0,0.0,213.98687459317432,13620.327795548095,328855.7012732832,362447.5249343087,0.1649798202340833,30740.328047860577,0.0,0.0,213.98687459317432,21015.400047447245,315702.481767147,367672.19673704804,0.23779136938809645,41134.110130646,0.0,0.0,213.98687459317432,28410.47229934639,3213693.637693896,3283452.2069984814,3.1708008654964517,根室市,37.0
23,4181.340705984,0.0,0.0,262.2388169033999,3665.3019430531426,,7846.642649037143,0.0010227063537636353,34028.39368097329,0.0,0.0,262.2388169033999,55773.3576599937,118727.46882030106,208791.45897817146,0.03424214974710523,52187.17391659986,0.0,0.0,262.2388169033999,86425.15514054698,250602.5724925605,389477.1403666107,0.09327755651444587,66077.65616285964,0.0,0.0,262.2388169033999,117076.95262110024,1622670.0004965737,1806086.848097437,0.5701656326680042,千歳市,38.0
24,796.0848816959999,0.0,0.0,249.65135369203674,1701.7930932065917,,2497.8779749025916,0.0008130336496785637,4954.721920022592,0.0,0.0,249.65135369203674,23838.745766094962,16748.030957306346,45791.149997115936,0.019457271189346564,7549.34909654585,0.0,0.0,249.65135369203674,36860.482632499894,27132.338616683697,71791.82169942147,0.04791145878048432,9370.63196631004,0.0,0.0,249.65135369203674,49882.219498904815,77967.22441897371,137469.7272378806,0.14796360039146472,滝川市,39.0
25,291.5364441600001,0.0,0.0,138.46209532499515,726.8458406561423,,1018.3822848161424,0.0004323744389877955,1869.4002756385696,0.0,0.0,138.46209532499515,9815.088114659702,5517.64848548143,17340.598971104697,0.0111213164548523,2911.673782098974,0.0,0.0,138.46209532499515,15161.112981720622,17726.21124132502,35937.460100469616,0.032282774545302345,3690.4293526828237,0.0,0.0,138.46209532499515,20507.137848781542,164060.28411035717,188396.31340714655,0.23139070310688475,砂川市,40.0
26,11.6020944,0.0,0.0,62.93731605681597,180.51019445118388,,192.11228885118388,0.000682717943076301,84.98391577632943,0.0,0.0,62.93731605681597,1995.3096830390787,25751.328567164855,27894.55948203708,0.1287065926773116,136.4605505291294,0.0,0.0,62.93731605681597,3062.8387939731347,51487.89106542382,54750.1277259829,0.3949037674086259,180.10664529877644,0.0,0.0,62.93731605681597,4130.36790490719,375535.23007046594,379908.64193672873,1.8148907525166433,歌志内市,41.0
27,582.0610872960001,0.0,0.0,104.89552676135996,895.0230404553821,,1477.0841277513823,0.0008133730650033267,5521.14985283722,0.0,0.0,104.89552676135996,11970.840974148561,18163.2163803656,35760.10273411274,0.02627833794725237,8613.773793479464,0.0,0.0,104.89552676135996,18486.027993968077,106654.63261294836,133859.32992715726,0.15254627830384482,11253.41200411569,0.0,0.0,104.89552676135996,25001.215013787594,1144574.8806770474,1180934.403221712,2.267566658552507,深川市,42.0
28,750.0249768960001,0.0,0.0,146.85373746590392,807.3306434172069,,1557.355620313207,0.000734353491344629,3398.117069078191,0.0,0.0,146.85373746590392,11932.360021164108,10691.814099203222,26169.144926911424,0.016636017547898722,5130.595602646001,0.0,0.0,146.85373746590392,18476.494949250522,109851.63605496792,133605.58034433034,0.12734606618670524,6103.856367338061,0.0,0.0,146.85373746590392,25020.629877336934,1301460.3326247637,1332731.6726069045,2.0279543908972046,富良野市,43.0
29,1182.2575190400003,0.0,0.0,379.72180687612314,1990.657454957,,3172.9149739970003,0.0009386242905381206,9771.253848182376,0.0,0.0,379.72180687612314,27390.696640177437,31871.757875238807,69413.43017047475,0.026605964309298367,15187.918860082678,0.0,0.0,379.72180687612314,42331.89616089534,53574.12443196626,111473.6612598204,0.06703263375706409,19551.25058787149,0.0,0.0,379.72180687612314,57273.095681613246,176582.65234805323,253786.7204244141,0.22976809614728844,登別市,44.0
30,3715.576061184001,0.0,0.0,396.5050911579407,2473.326018380818,,6188.902079564819,0.0012111017981727037,19521.16915723814,0.0,0.0,396.5050911579407,37521.36577675403,166038.66685666406,223477.70688181417,0.05535561310444315,29659.75359383662,0.0,0.0,396.5050911579407,58137.85975226769,209367.93640053636,297562.0548377986,0.10681533434489335,35997.31403388647,0.0,0.0,396.5050911579407,78754.35372778134,1745528.687250266,1860676.860103092,1.0059800563557952,恵庭市,45.0
31,2833.0912434240004,0.0,0.0,96.50388462045116,1431.268054672386,,4264.359298096386,0.0013403542503773666,20273.279075355043,0.0,0.0,96.50388462045116,19745.934754601498,514287.78149908077,554403.4992136578,0.21612762670331162,30753.033986958595,0.0,0.0,96.50388462045116,30519.26810750098,203684.05161328756,265052.85759236757,0.14505481993944128,38467.47279081169,0.0,0.0,96.50388462045116,41292.60146040045,1492726.847391923,1572583.4255277556,1.2110075506046842,伊達市,46.0
32,2646.666494784,0.0,0.0,442.659122932939,2110.9441950038845,,4757.610689787884,0.0010281413821458547,23423.451587499905,0.0,0.0,442.659122932939,30801.7862232514,84950.77577733777,139618.67271102202,0.03862682570362058,35980.543410274346,0.0,0.0,442.659122932939,47678.752122220525,157727.61516012382,241829.56981555163,0.10185612564691744,45942.20148084042,0.0,0.0,442.659122932939,64555.718021189656,730472.8643682703,841413.4429932333,0.5979732433563297,北広島市,47.0
33,2239.3960842240003,0.0,0.0,686.0167450192943,2154.3499294282597,,4393.74601365226,0.0007880570232805552,18145.87475919101,0.0,0.0,686.0167450192943,30768.09670441666,2614919.9550001,2664519.943208727,0.5992817006501421,28030.787079834867,0.0,0.0,686.0167450192943,47599.71245440985,1601281.8655816847,1677598.3818609486,0.5550252629680075,35852.8902969154,0.0,0.0,686.0167450192943,64431.32820440302,4095525.834487578,4196496.069733916,2.2776070016883114,石狩市,48.0
34,1647.3202986240003,0.0,0.0,314.68658028407987,1734.0670986918744,,3381.3873973158748,0.0005218461026919676,7747.487975488829,0.0,0.0,314.68658028407987,24616.34406009728,76016.76085980152,108695.2794756717,0.017529091606608184,11701.409380729074,0.0,0.0,314.68658028407987,38076.50697857105,275960.1888087064,326052.79174829065,0.08384911041459339,14148.217312634744,0.0,0.0,314.68658028407987,51536.66989704482,2754995.66081995,2820995.2346099135,1.1062733982842994,北斗市,49.0
35,893.887667712,0.0,0.0,186.71403763522073,611.524332222378,,1505.411999934378,0.000927853416437471,4815.762009811998,0.0,0.0,186.71403763522073,8438.31230729472,465570.1465935697,479010.93494831165,0.3842100799653088,7228.171756990149,0.0,0.0,186.71403763522073,13042.305233807863,108814.39160423678,129271.58263267,0.1525746132362696,8729.088368742807,0.0,0.0,186.71403763522073,17646.298160321006,936656.0436216159,963218.1441883149,1.6192830731839825,石狩郡当別町,50.0
36,235.82343283200004,0.0,0.0,10.489552676135995,115.64184595719145,,351.4652787891915,0.0009445605174782667,954.9750124036292,0.0,0.0,10.489552676135995,1552.386454836379,3184.95157954743,5702.802599463574,0.02171922370600038,1412.6980987493193,0.0,0.0,10.489552676135995,2397.530342412372,5452.425680309128,9273.143674146955,0.05514484838587986,1611.2110410747105,0.0,0.0,10.489552676135995,3242.674229988365,38387.172403081524,43251.54722682074,0.4388359226368183,石狩郡新篠津村,51.0
37,11.479104000000001,0.0,0.0,14.685373746590395,351.0098412952701,,362.4889452952701,0.0005783569438849605,129.3429952724706,0.0,0.0,14.685373746590395,4323.813033540164,372809.8695209631,377277.71092352236,0.7524583422786095,211.8258390437647,0.0,0.0,14.685373746590395,6660.756087801867,136106.71456114447,142993.98186173668,0.40901015105433447,291.14864597176467,0.0,0.0,14.685373746590395,8997.69914206357,1690438.8845229696,1699742.4176847516,7.60115767781649,松前郡松前町,52.0
38,39.573391104,0.0,0.0,79.72060033863357,184.59449787487972,,224.16788897887972,0.0005436936459147113,203.84472712115962,0.0,0.0,79.72060033863357,2262.8117225762153,522.939484225664,3069.316534261672,0.009414383862437158,319.49468097331203,0.0,0.0,79.72060033863357,3485.292442988766,41412.446635291344,45296.954359592055,0.19870632264786472,399.80487373398597,0.0,0.0,79.72060033863357,4707.773163401316,507898.7963361972,513086.09497367113,3.686289353920937,松前郡福島町,53.0
39,120.01567219200001,0.0,0.0,35.66447909886239,168.81787484609387,,288.8335470380939,0.00028966356653042366,2672.9937717588523,0.0,0.0,35.66447909886239,2236.0998890395535,11001.691269165383,15946.449409062652,0.023059319081622003,4127.9284919487245,0.0,0.0,35.66447909886239,3452.1481326827657,84815.18720380506,92430.92830753542,0.2463769856108039,5449.011525728576,0.0,0.0,35.66447909886239,4668.196376325978,1007318.0408633765,1017470.9132445299,4.82949950723016,上磯郡知内町,54.0
40,41.32477440000001,0.0,0.0,29.37074749318079,192.1224296754171,,233.44720407541712,0.0006584091335928228,2184.158789096283,0.0,0.0,29.37074749318079,2371.4884603944315,8752.370383797834,13337.38838078173,0.048915165491190196,3397.7255078264475,0.0,0.0,29.37074749318079,3653.4684784644405,76772.20169032886,83852.76642411292,0.4765221145318587,4572.699889143341,0.0,0.0,29.37074749318079,4935.448496534449,925845.0582072331,935382.577340404,8.848823690974976,上磯郡木古内町,55.0
41,1594.0785744000004,0.0,0.0,159.44120067726715,1041.4172886615775,,2635.495863061578,0.0012380066201869225,11894.36013003347,0.0,0.0,159.44120067726715,15382.80276348201,41392.64229794304,68829.2463921358,0.04184144093258861,18309.034619342703,0.0,0.0,159.44120067726715,23818.91186631756,79572.75128095853,121860.13896729606,0.11341609633800127,23320.861873916212,0.0,0.0,159.44120067726715,32255.02096915311,282410.7855563898,338146.10960013635,0.5302504202029307,亀田郡七飯町,56.0
42,117.48043008,0.0,0.0,0.0,148.95694839361227,,266.4373784736123,0.0007301556717116757,1769.1027308894963,0.0,0.0,0.0,1967.742195844092,6816.62052698815,10553.46545372174,0.03655986706285089,2724.6341815447336,0.0,0.0,0.0,3037.6158708149624,97257.02068290138,103019.27073526107,0.5372013296534262,3597.6185572290356,0.0,0.0,0.0,4107.489545785833,1170610.7051571617,1178315.8132601765,10.614897036732527,茅部郡鹿部町,57.0
43,730.39078944,0.0,0.0,136.36418478976793,634.8288870517013,,1365.2196764917012,0.0007697670377855325,10141.991761350326,0.0,0.0,136.36418478976793,8057.8085277437385,106917.63991296498,125253.80438684882,0.08896113492797256,15736.099146144225,0.0,0.0,136.36418478976793,12424.267139915524,265252.62651766,293549.3569885095,0.30219362496270186,20906.016566630402,0.0,0.0,136.36418478976793,16790.725752087314,3164758.5666176705,3202591.673121178,5.158206613737755,茅部郡森町,58.0
44,326.429640576,0.0,0.0,109.09134783181435,692.7298944111537,,1019.1595349871537,0.0006115523587322276,5297.276275451678,0.0,0.0,109.09134783181435,9072.133577782519,38325.81048790267,52804.31168896868,0.041974224361952854,8279.270771686339,0.0,0.0,109.09134783181435,14001.194568000972,384961.81240675383,407351.36909427296,0.4825436671177203,11035.13882535326,0.0,0.0,109.09134783181435,18930.25555821942,5186088.5545624,5216163.040293804,10.009836377285302,二海郡八雲町,59.0
45,222.28464960000002,0.0,0.0,88.11224247954237,243.21626466204322,,465.50091426204324,0.0008509611011235571,5970.3362806887535,0.0,0.0,88.11224247954237,3101.2700904457047,23749.691501052428,32909.41011466643,0.07676577989986107,9273.829674768565,0.0,0.0,88.11224247954237,4782.478223259624,141098.8281941444,155243.2483346521,0.5318060191256863,12439.000748869834,0.0,0.0,88.11224247954237,6463.686356073543,1629654.929744495,1648645.729091918,8.227258010307583,山越郡長万部町,60.0
46,55.5916608,0.0,0.0,73.42686873295196,353.0119508166897,,408.6036116166897,0.0006234516601156386,4123.908764983153,0.0,0.0,73.42686873295196,4681.708148716833,492428.4218372757,501307.4656197086,1.031069938857958,6435.969993572893,0.0,0.0,73.42686873295196,7228.000029834566,67121.10491511418,80858.5018072546,0.2725991036075482,8710.965982180329,0.0,0.0,73.42686873295196,9774.291910952297,671379.915828455,689938.6005903205,4.026479237051781,檜山郡江差町,61.0
47,31.526539200000002,0.0,0.0,52.44776338067998,213.50495936417758,,245.03149856417758,0.0005745829583494308,2284.3771027860703,0.0,0.0,52.44776338067998,2684.4598077941046,585020.3793825788,590041.6640565397,1.823477341573183,3559.368578904847,0.0,0.0,52.44776338067998,4137.962659811709,306202.497480427,313952.27648252423,1.4961340873101916,4817.901282195389,0.0,0.0,52.44776338067998,5591.465511829313,4044817.027136063,4055278.8416934684,31.943146543918996,檜山郡上ノ国町,62.0
48,129.518730432,0.0,0.0,27.272836957953587,163.13188380526242,,292.6506142372624,0.0006328613902970783,513.2247123988293,0.0,0.0,27.272836957953587,2084.160667470086,1502.7048980463474,4127.363114873217,0.011947127019218637,785.3171776545432,0.0,0.0,27.272836957953587,3214.1775990376295,159860.8089742792,163887.57658792933,0.7299915083758074,969.4755074085463,0.0,0.0,27.272836957953587,4344.194530605172,2188350.8010923243,2193691.743967296,16.714402243339222,檜山郡厚沢部町,63.0
49,45.49824864000001,0.0,0.0,37.76238963408958,157.52597714528778,,203.0242257852878,0.000610662685489254,747.0343933228894,0.0,0.0,37.76238963408958,2051.537965746949,40240.61680106299,43076.95154976692,0.16805983419078194,1155.2907606055908,0.0,0.0,37.76238963408958,3165.662664924397,44068.40071109511,48427.11652625919,0.2825438184868607,1516.1018423081885,0.0,0.0,37.76238963408958,4279.787364101844,529341.6026670753,535175.2542631194,5.102921371912674,爾志郡乙部町,64.0
50,12.29904,0.0,0.0,12.587463211363197,126.69349051542721,,138.9925305154272,0.0005583919556742303,10.234334117647059,0.0,0.0,12.587463211363197,1697.8917037561425,7930.1662644705875,9650.879765555741,0.05218650543860354,11.014475294117643,0.0,0.0,12.587463211363197,2622.1259468389167,111684.97766117647,114330.70554652087,1.0347360259468092,2.964536470588226,0.0,0.0,12.587463211363197,3546.3601899216906,1643278.3197458822,1646840.2319354857,27.05886722951921,奥尻郡奥尻町,65.0
51,44.27654400000001,0.0,0.0,23.07701588749919,208.86006527448427,,253.13660927448427,0.0005505217164424039,533.081006651106,0.0,0.0,23.07701588749919,2824.0700101536836,1837.1165028077178,5217.344535500007,0.0153354155718588,866.4088907836235,0.0,0.0,23.07701588749919,4362.428801259095,233771.57181374345,239023.48652167365,1.1259530705891636,1184.8172359006119,0.0,0.0,23.07701588749919,5900.787592364506,3178944.6374931345,3186053.319337287,26.193864998753305,瀬棚郡今金町,66.0
52,186.951967488,0.0,0.0,52.44776338067998,359.73903880865925,,546.6910062966592,0.0007580310118597959,2127.379726967346,0.0,0.0,52.44776338067998,4557.592083552816,512524.3937120744,519261.8132859752,0.9572675087893667,3323.2768853247703,0.0,0.0,52.44776338067998,7026.917403990556,254770.7194160271,265173.3614687231,0.7863368546447662,4366.885729917009,0.0,0.0,52.44776338067998,9496.242724428294,3430446.937150218,3444362.513367944,17.675311787877476,久遠郡せたな町,67.0
53,3.2797440000000004,0.0,0.0,0.0,71.83568962853236,,75.11543362853236,0.0006107946708550059,30.041658868329414,0.0,0.0,0.0,902.0748615174656,73164.10494687285,74096.22146725864,0.7918878651223676,48.7819748171294,0.0,0.0,0.0,1390.4508449815444,170434.87746529584,171874.1102850945,2.9696666173852395,65.90385630757646,0.0,0.0,0.0,1878.8268284456226,2211450.4965570574,2213395.2272418104,64.9926708875973,島牧郡島牧村,68.0
