都道府県コード,都道府県,市区町村コード,市区町村,製造業,建設業・鉱業,農林水産業,産業部門　小計,業務,家庭,民生部門　小計,旅客自動車,貨物自動車,鉄道,船舶,運輸部門　小計,一般廃棄物,排出量合計
27,大阪府,27211,茨木市,271 ,11 ,5 ,287 ,448 ,394 ,842 ,172 ,106 ,21 ,0 ,300 ,52 ,"1,481 "
27,大阪府,27212,八尾市,917 ,12 ,3 ,932 ,356 ,397 ,753 ,174 ,130 ,21 ,0 ,325 ,0 ,"2,009 "
27,大阪府,27213,泉佐野市,200 ,4 ,2 ,206 ,203 ,146 ,350 ,89 ,60 ,8 ,0 ,158 ,20 ,733 
27,大阪府,27214,富田林市,111 ,4 ,1 ,116 ,137 ,165 ,302 ,95 ,50 ,9 ,0 ,154 ,11 ,583 
27,大阪府,27215,寝屋川市,151 ,9 ,1 ,161 ,288 ,357 ,645 ,146 ,84 ,18 ,0 ,248 ,31 ,"1,085 "
27,大阪府,27216,河内長野市,73 ,2 ,2 ,77 ,100 ,156 ,256 ,94 ,36 ,9 ,0 ,139 ,9 ,482 
27,大阪府,27217,松原市,109 ,6 ,1 ,115 ,153 ,180 ,333 ,81 ,62 ,9 ,0 ,152 ,0 ,601 
27,大阪府,27218,大東市,269 ,6 ,0 ,275 ,176 ,182 ,359 ,78 ,58 ,10 ,0 ,146 ,17 ,797 
27,大阪府,27219,和泉市,138 ,6 ,3 ,147 ,213 ,246 ,459 ,155 ,85 ,14 ,0 ,254 ,24 ,884 
27,大阪府,27220,箕面市,18 ,5 ,6 ,29 ,192 ,190 ,381 ,92 ,35 ,10 ,0 ,137 ,17 ,564 
27,大阪府,27221,柏原市,232 ,2 ,2 ,236 ,73 ,102 ,175 ,50 ,26 ,6 ,0 ,81 ,10 ,501 
27,大阪府,27222,羽曳野市,92 ,5 ,2 ,99 ,136 ,162 ,299 ,87 ,53 ,9 ,0 ,149 ,14 ,561 
27,大阪府,27223,門真市,307 ,8 ,1 ,317 ,214 ,201 ,415 ,76 ,74 ,10 ,0 ,159 ,17 ,908 
27,大阪府,27224,摂津市,297 ,8 ,0 ,305 ,167 ,127 ,294 ,61 ,77 ,6 ,0 ,144 ,9 ,753 
27,大阪府,27225,高石市,822 ,3 ,0 ,825 ,77 ,82 ,159 ,40 ,27 ,5 ,57 ,129 ,8 ,"1,121 "
27,大阪府,27226,藤井寺市,38 ,3 ,0 ,41 ,93 ,94 ,187 ,45 ,24 ,5 ,0 ,74 ,10 ,313 
27,大阪府,27227,東大阪市,868 ,24 ,3 ,895 ,863 ,765 ,"1,628 ",307 ,283 ,38 ,0 ,628 ,68 ,"3,219 "
