都道府県コード,都道府県,市区町村コード,市区町村,製造業,建設業・鉱業,農林水産業,産業部門　小計,業務,家庭,民生部門　小計,旅客自動車,貨物自動車,鉄道,船舶,運輸部門　小計,一般廃棄物,排出量合計,
15 ,新潟県,15504,刈羽村,13 ,2 ,2 ,17 ,5 ,6 ,12 ,5 ,6 ,0 ,0 ,11 ,0 ,40 ,
15 ,新潟県,15581,関川村,7 ,1 ,9 ,17 ,5 ,8 ,13 ,6 ,7 ,0 ,0 ,13 ,0 ,43 ,
15 ,新潟県,15586,粟島浦村,0 ,0 ,1 ,1 ,1 ,1 ,2 ,0 ,1 ,0 ,0 ,1 ,0 ,4 ,
16 ,富山県,16201,富山市,"1,233 ",34 ,62 ,"1,329 ",716 ,842 ,"1,558 ",452 ,271 ,26 ,3 ,752 ,46 ,"3,686 ",
16 ,富山県,16202,高岡市,382 ,12 ,29 ,423 ,248 ,323 ,571 ,184 ,109 ,11 ,3 ,307 ,19 ,"1,319 ",
16 ,富山県,16204,魚津市,113 ,4 ,11 ,128 ,62 ,80 ,141 ,47 ,33 ,3 ,1 ,83 ,2 ,354 ,
16 ,富山県,16205,氷見市,68 ,2 ,17 ,88 ,47 ,82 ,129 ,50 ,38 ,3 ,0 ,91 ,5 ,313 ,
16 ,富山県,16206,滑川市,344 ,2 ,6 ,352 ,30 ,58 ,88 ,36 ,21 ,2 ,0 ,59 ,4 ,503 ,
16 ,富山県,16207,黒部市,190 ,3 ,12 ,206 ,49 ,73 ,122 ,46 ,33 ,3 ,0 ,81 ,2 ,411 ,
16 ,富山県,16208,砺波市,164 ,4 ,32 ,200 ,66 ,80 ,146 ,54 ,38 ,3 ,0 ,95 ,5 ,446 ,
16 ,富山県,16209,小矢部市,75 ,2 ,23 ,100 ,34 ,49 ,83 ,33 ,28 ,2 ,0 ,63 ,3 ,249 ,
16 ,富山県,16210,南砺市,192 ,5 ,21 ,219 ,57 ,83 ,140 ,54 ,53 ,3 ,0 ,109 ,7 ,475 ,
16 ,富山県,16211,射水市,474 ,6 ,16 ,496 ,116 ,167 ,283 ,103 ,71 ,6 ,3 ,184 ,15 ,978 ,
16 ,富山県,16321,舟橋村,4 ,0 ,1 ,5 ,2 ,5 ,8 ,3 ,1 ,0 ,0 ,5 ,0 ,17 ,
16 ,富山県,16322,上市町,66 ,1 ,1 ,68 ,20 ,37 ,57 ,22 ,15 ,1 ,0 ,39 ,2 ,166 ,
16 ,富山県,16323,立山町,73 ,1 ,7 ,82 ,20 ,44 ,64 ,29 ,22 ,2 ,0 ,53 ,2 ,201 ,
16 ,富山県,16342,入善町,97 ,2 ,19 ,118 ,21 ,42 ,63 ,28 ,21 ,2 ,0 ,51 ,2 ,234 ,
16 ,富山県,16343,朝日町,14 ,1 ,4 ,19 ,13 ,22 ,35 ,13 ,10 ,1 ,0 ,24 ,1 ,79 ,
17 ,石川県,17201,金沢市,325 ,36 ,34 ,395 ,960 ,791 ,"1,751 ",462 ,265 ,28 ,15 ,771 ,59 ,"2,976 ",
17 ,石川県,17202,七尾市,42 ,4 ,18 ,64 ,98 ,84 ,182 ,53 ,49 ,3 ,4 ,110 ,5 ,361 ,
17 ,石川県,17203,小松市,321 ,6 ,14 ,342 ,156 ,167 ,323 ,117 ,71 ,7 ,0 ,195 ,10 ,869 ,
17 ,石川県,17204,輪島市,9 ,2 ,25 ,36 ,34 ,48 ,81 ,23 ,26 ,2 ,1 ,52 ,5 ,173 ,
17 ,石川県,17205,珠洲市,6 ,1 ,10 ,17 ,19 ,23 ,42 ,13 ,18 ,1 ,0 ,32 ,1 ,92 ,
17 ,石川県,17206,加賀市,138 ,3 ,8 ,149 ,90 ,111 ,201 ,73 ,49 ,4 ,0 ,126 ,11 ,487 ,
17 ,石川県,17207,羽咋市,23 ,1 ,7 ,32 ,27 ,32 ,59 ,22 ,19 ,1 ,0 ,43 ,2 ,136 ,
17 ,石川県,17209,かほく市,76 ,2 ,5 ,82 ,35 ,51 ,86 ,37 ,20 ,2 ,0 ,60 ,3 ,231 ,
17 ,石川県,17210,白山市,351 ,7 ,51 ,409 ,139 ,170 ,309 ,122 ,79 ,7 ,0 ,209 ,17 ,943 ,
17 ,石川県,17211,能美市,184 ,2 ,7 ,193 ,53 ,73 ,126 ,53 ,28 ,3 ,0 ,83 ,5 ,408 ,
17 ,石川県,17212,野々市市,18 ,3 ,0 ,21 ,92 ,90 ,182 ,56 ,25 ,3 ,0 ,84 ,8 ,296 ,
17 ,石川県,17324,川北町,23 ,0 ,1 ,25 ,7 ,7 ,14 ,6 ,5 ,0 ,0 ,12 ,2 ,53 ,
17 ,石川県,17361,津幡町,34 ,2 ,4 ,39 ,30 ,54 ,84 ,39 ,20 ,2 ,0 ,62 ,3 ,188 ,
17 ,石川県,17365,内灘町,2 ,1 ,3 ,6 ,25 ,42 ,67 ,27 ,9 ,2 ,0 ,39 ,2 ,114 ,
17 ,石川県,17384,志賀町,42 ,2 ,18 ,63 ,23 ,31 ,54 ,21 ,25 ,1 ,4 ,52 ,2 ,171 ,
17 ,石川県,17386,宝達志水町,68 ,1 ,9 ,77 ,10 ,19 ,29 ,14 ,13 ,1 ,0 ,28 ,1 ,135 ,
17 ,石川県,17407,中能登町,21 ,1 ,1 ,23 ,14 ,25 ,39 ,17 ,13 ,1 ,0 ,31 ,2 ,95 ,
17 ,石川県,17461,穴水町,3 ,1 ,8 ,12 ,13 ,14 ,27 ,8 ,10 ,1 ,0 ,18 ,1 ,58 ,
17 ,石川県,17463,能登町,4 ,2 ,30 ,35 ,20 ,29 ,49 ,16 ,19 ,1 ,1 ,37 ,2 ,123 ,
18 ,福井県,18201,福井市,512 ,21 ,25 ,558 ,556 ,537 ,"1,092 ",286 ,204 ,16 ,4 ,511 ,29 ,"2,191 ",
18 ,福井県,18202,敦賀市,147 ,8 ,1 ,155 ,118 ,148 ,266 ,69 ,56 ,4 ,70 ,199 ,10 ,630 ,
18 ,福井県,18204,小浜市,48 ,2 ,6 ,57 ,49 ,62 ,111 ,29 ,29 ,2 ,0 ,60 ,5 ,233 ,
18 ,福井県,18205,大野市,67 ,3 ,22 ,92 ,42 ,61 ,103 ,35 ,35 ,2 ,0 ,72 ,5 ,272 ,
18 ,福井県,18206,勝山市,67 ,1 ,7 ,76 ,25 ,41 ,66 ,24 ,20 ,1 ,0 ,45 ,4 ,190 ,
18 ,福井県,18207,鯖江市,230 ,3 ,5 ,238 ,82 ,126 ,208 ,73 ,40 ,4 ,0 ,118 ,7 ,571 ,
18 ,福井県,18208,あわら市,207 ,1 ,8 ,216 ,39 ,53 ,91 ,31 ,25 ,2 ,0 ,58 ,5 ,371 ,
18 ,福井県,18209,越前市,722 ,5 ,8 ,735 ,108 ,157 ,265 ,87 ,65 ,5 ,0 ,157 ,4 ,"1,162 ",
18 ,福井県,18210,坂井市,338 ,5 ,8 ,351 ,104 ,165 ,268 ,100 ,69 ,6 ,4 ,178 ,14 ,812 ,
18 ,福井県,18322,永平寺町,17 ,1 ,9 ,27 ,30 ,33 ,62 ,20 ,13 ,1 ,0 ,34 ,3 ,127 ,
18 ,福井県,18382,池田町,2 ,0 ,4 ,6 ,3 ,5 ,7 ,3 ,4 ,0 ,0 ,7 ,0 ,20 ,
18 ,福井県,18404,南越前町,12 ,1 ,7 ,19 ,8 ,18 ,26 ,11 ,10 ,1 ,0 ,22 ,0 ,68 ,
18 ,福井県,18423,越前町,51 ,1 ,7 ,59 ,20 ,37 ,58 ,23 ,20 ,1 ,0 ,44 ,2 ,163 ,
18 ,福井県,18442,美浜町,5 ,2 ,1 ,8 ,16 ,19 ,35 ,10 ,11 ,1 ,0 ,22 ,2 ,67 ,
18 ,福井県,18481,高浜町,5 ,2 ,2 ,10 ,15 ,22 ,38 ,10 ,10 ,1 ,0 ,21 ,1 ,70 ,
18 ,福井県,18483,おおい町,3 ,2 ,3 ,8 ,14 ,17 ,31 ,8 ,10 ,1 ,0 ,19 ,1 ,59 ,
18 ,福井県,18501,若狭町,81 ,1 ,8 ,90 ,17 ,26 ,43 ,15 ,19 ,1 ,0 ,35 ,2 ,169 ,
19 ,山梨県,19201,甲府市,107 ,15 ,5 ,127 ,356 ,260 ,616 ,202 ,125 ,12 ,0 ,339 ,32 ,"1,114 ",
19 ,山梨県,19202,富士吉田市,54 ,5 ,3 ,62 ,68 ,57 ,125 ,54 ,37 ,3 ,0 ,94 ,15 ,296 ,
19 ,山梨県,19204,都留市,23 ,3 ,3 ,29 ,40 ,38 ,78 ,32 ,25 ,2 ,0 ,58 ,3 ,167 ,
19 ,山梨県,19205,山梨市,19 ,2 ,5 ,27 ,35 ,42 ,77 ,37 ,43 ,2 ,0 ,82 ,6 ,192 ,
19 ,山梨県,19206,大月市,17 ,2 ,2 ,21 ,24 ,30 ,54 ,25 ,21 ,1 ,0 ,48 ,3 ,125 ,
19 ,山梨県,19207,韮崎市,102 ,2 ,2 ,107 ,36 ,36 ,73 ,35 ,38 ,2 ,0 ,74 ,4 ,257 ,
19 ,山梨県,19208,南アルプス市,117 ,5 ,3 ,124 ,62 ,80 ,142 ,83 ,82 ,4 ,0 ,169 ,7 ,442 ,
19 ,山梨県,19209,北杜市,98 ,3 ,22 ,123 ,54 ,61 ,115 ,52 ,66 ,3 ,0 ,122 ,5 ,364 ,
19 ,山梨県,19210,甲斐市,18 ,4 ,5 ,27 ,71 ,94 ,166 ,84 ,48 ,5 ,0 ,137 ,9 ,338 ,
19 ,山梨県,19211,笛吹市,47 ,4 ,11 ,62 ,85 ,84 ,170 ,78 ,85 ,4 ,0 ,167 ,11 ,409 ,
19 ,山梨県,19212,上野原市,35 ,1 ,2 ,39 ,26 ,29 ,54 ,21 ,18 ,1 ,0 ,41 ,1 ,135 ,
19 ,山梨県,19213,甲州市,14 ,2 ,5 ,21 ,32 ,37 ,70 ,34 ,45 ,2 ,0 ,81 ,5 ,177 ,
19 ,山梨県,19214,中央市,48 ,2 ,5 ,55 ,49 ,38 ,87 ,37 ,31 ,2 ,0 ,69 ,3 ,215 ,
19 ,山梨県,19346,市川三郷町,15 ,1 ,1 ,17 ,13 ,19 ,33 ,17 ,15 ,1 ,0 ,33 ,2 ,84 ,
19 ,山梨県,19364,早川町,0 ,0 ,0 ,1 ,2 ,2 ,4 ,1 ,2 ,0 ,0 ,3 ,0 ,8 ,
19 ,山梨県,19365,身延町,10 ,2 ,2 ,14 ,16 ,15 ,31 ,13 ,16 ,1 ,0 ,30 ,1 ,76 ,
19 ,山梨県,19366,南部町,10 ,1 ,1 ,11 ,7 ,9 ,16 ,8 ,11 ,0 ,0 ,19 ,1 ,47 ,
19 ,山梨県,19368,富士川町,13 ,1 ,2 ,15 ,16 ,18 ,34 ,17 ,15 ,1 ,0 ,33 ,2 ,84 ,
19 ,山梨県,19384,昭和町,119 ,3 ,1 ,123 ,46 ,25 ,71 ,25 ,20 ,1 ,0 ,46 ,2 ,242 ,
19 ,山梨県,19422,道志村,1 ,0 ,1 ,2 ,2 ,2 ,3 ,2 ,3 ,0 ,0 ,5 ,0 ,10 ,
19 ,山梨県,19423,西桂町,2 ,0 ,1 ,3 ,3 ,4 ,7 ,5 ,3 ,0 ,0 ,8 ,0 ,18 ,
19 ,山梨県,19424,忍野村,143 ,1 ,0 ,145 ,9 ,11 ,21 ,11 ,9 ,1 ,0 ,21 ,0 ,187 ,
19 ,山梨県,19425,山中湖村,3 ,1 ,2 ,5 ,12 ,7 ,19 ,8 ,9 ,0 ,0 ,17 ,2 ,42 ,
19 ,山梨県,19429,鳴沢村,13 ,0 ,1 ,14 ,5 ,4 ,8 ,4 ,6 ,0 ,0 ,10 ,0 ,32 ,
19 ,山梨県,19430,富士河口湖町,30 ,2 ,2 ,33 ,41 ,31 ,72 ,31 ,22 ,2 ,0 ,54 ,0 ,159 ,
19 ,山梨県,19442,小菅村,0 ,0 ,0 ,0 ,1 ,1 ,2 ,1 ,1 ,0 ,0 ,2 ,0 ,5 ,
19 ,山梨県,19443,丹波山村,0 ,0 ,1 ,1 ,1 ,1 ,2 ,0 ,1 ,0 ,0 ,2 ,0 ,4 ,
20 ,長野県,20201,長野市,244 ,28 ,45 ,317 ,596 ,578 ,"1,173 ",387 ,306 ,23 ,0 ,716 ,29 ,"2,235 ",
20 ,長野県,20202,松本市,240 ,15 ,18 ,273 ,389 ,379 ,768 ,255 ,206 ,15 ,0 ,475 ,35 ,"1,551 ",
20 ,長野県,20203,上田市,216 ,8 ,12 ,236 ,193 ,243 ,436 ,174 ,141 ,10 ,0 ,325 ,5 ,"1,002 ",
20 ,長野県,20204,岡谷市,75 ,2 ,1 ,79 ,54 ,75 ,129 ,54 ,34 ,3 ,0 ,91 ,6 ,305 ,
20 ,長野県,20205,飯田市,89 ,9 ,12 ,111 ,146 ,143 ,289 ,108 ,106 ,6 ,0 ,220 ,5 ,625 ,
20 ,長野県,20206,諏訪市,39 ,3 ,2 ,44 ,78 ,78 ,156 ,55 ,42 ,3 ,0 ,100 ,6 ,307 ,
20 ,長野県,20207,須坂市,56 ,3 ,10 ,68 ,54 ,72 ,126 ,54 ,47 ,3 ,0 ,104 ,3 ,301 ,
20 ,長野県,20208,小諸市,59 ,2 ,5 ,66 ,53 ,66 ,119 ,49 ,51 ,3 ,0 ,102 ,5 ,292 ,
20 ,長野県,20209,伊那市,76 ,4 ,20 ,100 ,94 ,99 ,193 ,76 ,80 ,4 ,0 ,161 ,5 ,459 ,
20 ,長野県,20210,駒ヶ根市,65 ,2 ,12 ,79 ,45 ,48 ,92 ,37 ,34 ,2 ,0 ,72 ,2 ,246 ,
20 ,長野県,20211,中野市,46 ,2 ,35 ,83 ,47 ,62 ,109 ,46 ,53 ,3 ,0 ,102 ,6 ,301 ,
20 ,長野県,20212,大町市,43 ,3 ,13 ,59 ,39 ,42 ,81 ,30 ,37 ,2 ,0 ,68 ,3 ,212 ,
20 ,長野県,20213,飯山市,32 ,2 ,10 ,44 ,26 ,29 ,55 ,21 ,32 ,1 ,0 ,54 ,2 ,156 ,
20 ,長野県,20214,茅野市,85 ,3 ,3 ,91 ,62 ,86 ,148 ,62 ,57 ,3 ,0 ,123 ,7 ,369 ,
20 ,長野県,20215,塩尻市,276 ,3 ,4 ,282 ,74 ,100 ,174 ,73 ,62 ,4 ,0 ,139 ,10 ,606 ,
20 ,長野県,20217,佐久市,89 ,7 ,15 ,111 ,115 ,150 ,265 ,111 ,111 ,6 ,0 ,229 ,5 ,610 ,
20 ,長野県,20218,千曲市,86 ,3 ,13 ,102 ,60 ,86 ,146 ,65 ,56 ,4 ,0 ,125 ,11 ,383 ,
20 ,長野県,20219,東御市,48 ,2 ,6 ,56 ,30 ,43 ,73 ,35 ,40 ,2 ,0 ,76 ,2 ,207 ,
20 ,長野県,20220,安曇野市,189 ,4 ,14 ,207 ,98 ,143 ,241 ,106 ,87 ,6 ,0 ,199 ,11 ,658 ,
20 ,長野県,20303,小海町,1 ,1 ,1 ,3 ,6 ,7 ,13 ,5 ,10 ,0 ,0 ,16 ,0 ,32 ,
20 ,長野県,20304,川上村,0 ,0 ,2 ,2 ,3 ,5 ,8 ,5 ,16 ,0 ,0 ,21 ,0 ,32 ,
20 ,長野県,20305,南牧村,0 ,0 ,4 ,4 ,4 ,5 ,9 ,4 ,11 ,0 ,0 ,15 ,0 ,28 ,
20 ,長野県,20306,南相木村,0 ,0 ,0 ,0 ,1 ,1 ,2 ,1 ,2 ,0 ,0 ,3 ,0 ,6 ,
20 ,長野県,20307,北相木村,0 ,0 ,0 ,0 ,0 ,1 ,2 ,1 ,2 ,0 ,0 ,3 ,0 ,4 ,
20 ,長野県,20309,佐久穂町,3 ,1 ,2 ,7 ,8 ,15 ,23 ,12 ,17 ,1 ,0 ,30 ,0 ,59 ,
20 ,長野県,20321,軽井沢町,1 ,2 ,2 ,5 ,45 ,36 ,81 ,24 ,20 ,1 ,0 ,46 ,2 ,133 ,
20 ,長野県,20323,御代田町,33 ,1 ,3 ,36 ,11 ,25 ,36 ,17 ,17 ,1 ,0 ,35 ,0 ,108 ,
20 ,長野県,20324,立科町,4 ,1 ,4 ,8 ,8 ,10 ,18 ,8 ,12 ,0 ,0 ,21 ,0 ,47 ,
20 ,長野県,20349,青木村,4 ,0 ,0 ,5 ,2 ,6 ,9 ,5 ,6 ,0 ,0 ,12 ,0 ,25 ,
20 ,長野県,20350,長和町,2 ,0 ,3 ,6 ,7 ,9 ,16 ,7 ,10 ,0 ,0 ,17 ,0 ,39 ,
20 ,長野県,20361,下諏訪町,10 ,1 ,0 ,11 ,26 ,31 ,58 ,21 ,12 ,1 ,0 ,34 ,3 ,106 ,
20 ,長野県,20362,富士見町,20 ,1 ,5 ,25 ,13 ,21 ,35 ,15 ,20 ,1 ,0 ,36 ,2 ,98 ,
20 ,長野県,20363,原村,3 ,1 ,2 ,5 ,6 ,12 ,18 ,9 ,15 ,0 ,0 ,25 ,1 ,49 ,
20 ,長野県,20382,辰野町,47 ,1 ,1 ,49 ,17 ,28 ,45 ,22 ,19 ,1 ,0 ,42 ,1 ,137 ,
20 ,長野県,20383,箕輪町,56 ,1 ,1 ,59 ,24 ,35 ,59 ,28 ,26 ,2 ,0 ,55 ,2 ,175 ,
20 ,長野県,20384,飯島町,21 ,1 ,5 ,27 ,6 ,13 ,19 ,10 ,12 ,1 ,0 ,23 ,1 ,69 ,
20 ,長野県,20385,南箕輪村,22 ,1 ,2 ,25 ,16 ,22 ,38 ,19 ,19 ,1 ,0 ,39 ,1 ,103 ,
20 ,長野県,20386,中川村,2 ,0 ,4 ,6 ,3 ,6 ,9 ,5 ,8 ,0 ,0 ,13 ,0 ,29 ,
20 ,長野県,20388,宮田村,21 ,0 ,2 ,23 ,7 ,12 ,19 ,10 ,8 ,1 ,0 ,19 ,1 ,62 ,
20 ,長野県,20402,松川町,15 ,1 ,1 ,17 ,10 ,17 ,27 ,15 ,17 ,1 ,0 ,32 ,1 ,77 ,
20 ,長野県,20403,高森町,9 ,1 ,1 ,11 ,14 ,16 ,30 ,14 ,16 ,1 ,0 ,31 ,1 ,72 ,
20 ,長野県,20404,阿南町,1 ,0 ,1 ,3 ,5 ,7 ,12 ,4 ,7 ,0 ,0 ,12 ,0 ,27 ,
20 ,長野県,20407,阿智村,7 ,0 ,1 ,9 ,10 ,9 ,18 ,7 ,9 ,0 ,0 ,16 ,0 ,44 ,
20 ,長野県,20409,平谷村,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,3 ,
20 ,長野県,20410,根羽村,0 ,0 ,0 ,1 ,1 ,1 ,2 ,1 ,2 ,0 ,0 ,3 ,0 ,6 ,
20 ,長野県,20411,下條村,9 ,0 ,1 ,10 ,2 ,5 ,7 ,4 ,5 ,0 ,0 ,9 ,0 ,26 ,
20 ,長野県,20412,売木村,0 ,0 ,0 ,0 ,1 ,1 ,2 ,1 ,1 ,0 ,0 ,1 ,0 ,4 ,
20 ,長野県,20413,天龍村,0 ,0 ,1 ,1 ,2 ,2 ,4 ,1 ,2 ,0 ,0 ,3 ,0 ,9 ,
20 ,長野県,20414,泰阜村,0 ,0 ,0 ,0 ,2 ,2 ,4 ,2 ,3 ,0 ,0 ,4 ,0 ,9 ,
20 ,長野県,20415,喬木村,2 ,0 ,1 ,4 ,5 ,8 ,13 ,7 ,9 ,0 ,0 ,16 ,1 ,33 ,
20 ,長野県,20416,豊丘村,10 ,0 ,1 ,12 ,4 ,8 ,12 ,7 ,10 ,0 ,0 ,17 ,0 ,42 ,
20 ,長野県,20417,大鹿村,0 ,0 ,0 ,1 ,1 ,2 ,3 ,1 ,3 ,0 ,0 ,4 ,0 ,8 ,
20 ,長野県,20422,上松町,6 ,0 ,3 ,10 ,6 ,7 ,14 ,5 ,5 ,0 ,0 ,10 ,1 ,34 ,
20 ,長野県,20423,南木曽町,3 ,0 ,2 ,6 ,5 ,6 ,11 ,4 ,5 ,0 ,0 ,10 ,0 ,27 ,
20 ,長野県,20425,木祖村,0 ,0 ,1 ,2 ,3 ,4 ,7 ,3 ,4 ,0 ,0 ,8 ,0 ,17 ,
20 ,長野県,20429,王滝村,0 ,0 ,1 ,1 ,1 ,1 ,3 ,1 ,1 ,0 ,0 ,2 ,0 ,6 ,
20 ,長野県,20430,大桑村,14 ,0 ,3 ,18 ,3 ,6 ,9 ,4 ,4 ,0 ,0 ,8 ,0 ,36 ,
20 ,長野県,20432,木曽町,2 ,1 ,4 ,7 ,20 ,18 ,37 ,12 ,16 ,1 ,0 ,28 ,2 ,75 ,
20 ,長野県,20446,麻績村,1 ,0 ,0 ,1 ,3 ,4 ,7 ,3 ,4 ,0 ,0 ,7 ,1 ,16 ,
20 ,長野県,20448,生坂村,0 ,0 ,0 ,1 ,1 ,3 ,4 ,2 ,3 ,0 ,0 ,5 ,0 ,10 ,
20 ,長野県,20450,山形村,3 ,0 ,0 ,3 ,9 ,11 ,20 ,10 ,14 ,1 ,0 ,25 ,2 ,51 ,
20 ,長野県,20451,朝日村,4 ,0 ,1 ,5 ,3 ,5 ,9 ,5 ,7 ,0 ,0 ,13 ,1 ,28 ,
20 ,長野県,20452,筑北村,1 ,0 ,1 ,2 ,3 ,7 ,10 ,5 ,7 ,0 ,0 ,12 ,1 ,25 ,
20 ,長野県,20481,池田町,6 ,1 ,1 ,7 ,9 ,14 ,24 ,11 ,10 ,1 ,0 ,21 ,1 ,54 ,
20 ,長野県,20482,松川村,3 ,0 ,1 ,5 ,7 ,14 ,21 ,11 ,10 ,1 ,0 ,21 ,1 ,48 ,
20 ,長野県,20485,白馬村,1 ,1 ,2 ,3 ,20 ,17 ,37 ,11 ,14 ,1 ,0 ,25 ,1 ,66 ,
20 ,長野県,20486,小谷村,0 ,1 ,0 ,1 ,5 ,5 ,10 ,3 ,5 ,0 ,0 ,9 ,0 ,20 ,
20 ,長野県,20521,坂城町,91 ,1 ,2 ,94 ,9 ,22 ,31 ,16 ,16 ,1 ,0 ,33 ,3 ,161 ,
20 ,長野県,20541,小布施町,4 ,0 ,7 ,11 ,10 ,14 ,24 ,11 ,12 ,1 ,0 ,23 ,1 ,59 ,
20 ,長野県,20543,高山村,7 ,0 ,0 ,8 ,5 ,9 ,13 ,8 ,9 ,0 ,0 ,18 ,0 ,40 ,
20 ,長野県,20561,山ノ内町,1 ,1 ,4 ,6 ,17 ,18 ,35 ,13 ,15 ,1 ,0 ,29 ,3 ,72 ,
20 ,長野県,20562,木島平村,1 ,0 ,3 ,4 ,3 ,6 ,10 ,5 ,7 ,0 ,0 ,13 ,0 ,27 ,
20 ,長野県,20563,野沢温泉村,0 ,0 ,2 ,2 ,8 ,5 ,14 ,3 ,5 ,0 ,0 ,8 ,1 ,24 ,
20 ,長野県,20583,信濃町,11 ,1 ,6 ,17 ,9 ,12 ,21 ,9 ,12 ,1 ,0 ,22 ,1 ,60 ,
20 ,長野県,20588,小川村,1 ,0 ,0 ,2 ,2 ,4 ,6 ,3 ,4 ,0 ,0 ,7 ,0 ,14 ,
20 ,長野県,20590,飯綱町,9 ,1 ,3 ,13 ,7 ,15 ,22 ,12 ,15 ,1 ,0 ,28 ,1 ,64 ,
20 ,長野県,20602,栄村,0 ,0 ,3 ,3 ,2 ,3 ,5 ,2 ,4 ,0 ,0 ,5 ,0 ,13 ,
21 ,岐阜県,21201,岐阜市,195 ,27 ,16 ,239 ,734 ,562 ,"1,296 ",405 ,230 ,25 ,0 ,660 ,65 ,"2,260 ",
21 ,岐阜県,21202,大垣市,413 ,10 ,7 ,430 ,244 ,207 ,451 ,165 ,101 ,10 ,0 ,276 ,31 ,"1,188 ",
21 ,岐阜県,21203,高山市,101 ,8 ,21 ,131 ,152 ,111 ,263 ,88 ,99 ,5 ,0 ,193 ,9 ,596 ,
21 ,岐阜県,21204,多治見市,103 ,5 ,2 ,110 ,142 ,147 ,288 ,113 ,64 ,7 ,0 ,184 ,13 ,594 ,
21 ,岐阜県,21205,関市,322 ,5 ,5 ,332 ,112 ,111 ,223 ,99 ,71 ,5 ,0 ,176 ,19 ,750 ,
21 ,岐阜県,21206,中津川市,332 ,6 ,14 ,352 ,95 ,97 ,191 ,84 ,82 ,5 ,0 ,171 ,14 ,729 ,
21 ,岐阜県,21207,美濃市,103 ,1 ,2 ,106 ,22 ,25 ,47 ,23 ,18 ,1 ,0 ,42 ,4 ,200 ,
21 ,岐阜県,21208,瑞浪市,98 ,2 ,5 ,104 ,44 ,48 ,92 ,39 ,29 ,2 ,0 ,71 ,5 ,272 ,
21 ,岐阜県,21209,羽島市,52 ,4 ,0 ,56 ,71 ,83 ,154 ,72 ,47 ,4 ,0 ,124 ,0 ,334 ,
21 ,岐阜県,21210,恵那市,131 ,3 ,8 ,142 ,70 ,62 ,132 ,54 ,54 ,3 ,0 ,111 ,0 ,385 ,
21 ,岐阜県,21211,美濃加茂市,169 ,3 ,3 ,176 ,73 ,71 ,144 ,62 ,41 ,4 ,0 ,107 ,7 ,433 ,
21 ,岐阜県,21212,土岐市,133 ,3 ,1 ,137 ,72 ,76 ,148 ,61 ,45 ,4 ,0 ,110 ,1 ,396 ,
21 ,岐阜県,21213,各務原市,577 ,6 ,2 ,584 ,173 ,187 ,360 ,151 ,80 ,9 ,0 ,240 ,22 ,"1,207 ",
21 ,岐阜県,21214,可児市,368 ,4 ,3 ,375 ,113 ,133 ,246 ,108 ,53 ,6 ,0 ,167 ,13 ,801 ,
21 ,岐阜県,21215,山県市,53 ,2 ,11 ,66 ,23 ,34 ,57 ,30 ,25 ,2 ,0 ,56 ,5 ,184 ,
21 ,岐阜県,21216,瑞穂市,72 ,3 ,3 ,77 ,54 ,67 ,122 ,56 ,32 ,3 ,0 ,91 ,6 ,296 ,
21 ,岐阜県,21217,飛騨市,56 ,2 ,7 ,65 ,28 ,27 ,55 ,24 ,27 ,1 ,0 ,52 ,3 ,175 ,
21 ,岐阜県,21218,本巣市,86 ,2 ,7 ,95 ,38 ,40 ,78 ,37 ,30 ,2 ,0 ,70 ,4 ,247 ,
21 ,岐阜県,21219,郡上市,61 ,4 ,12 ,78 ,57 ,48 ,105 ,44 ,56 ,3 ,0 ,102 ,8 ,292 ,
21 ,岐阜県,21220,下呂市,43 ,4 ,8 ,55 ,49 ,38 ,87 ,32 ,37 ,2 ,0 ,71 ,5 ,217 ,
21 ,岐阜県,21221,海津市,91 ,2 ,3 ,96 ,37 ,38 ,75 ,38 ,35 ,2 ,0 ,75 ,4 ,251 ,
21 ,岐阜県,21302,岐南町,28 ,2 ,0 ,30 ,46 ,34 ,79 ,32 ,33 ,2 ,0 ,67 ,0 ,177 ,
21 ,岐阜県,21303,笠松町,27 ,1 ,0 ,28 ,28 ,28 ,56 ,22 ,13 ,1 ,0 ,37 ,0 ,121 ,
21 ,岐阜県,21341,養老町,71 ,2 ,4 ,76 ,29 ,32 ,61 ,32 ,28 ,2 ,0 ,62 ,4 ,203 ,
21 ,岐阜県,21361,垂井町,126 ,2 ,2 ,130 ,24 ,33 ,57 ,28 ,18 ,2 ,0 ,47 ,4 ,239 ,
21 ,岐阜県,21362,関ヶ原町,29 ,1 ,1 ,31 ,6 ,8 ,15 ,7 ,6 ,0 ,0 ,14 ,1 ,61 ,
21 ,岐阜県,21381,神戸町,108 ,1 ,1 ,110 ,13 ,22 ,35 ,20 ,14 ,1 ,0 ,35 ,2 ,182 ,
21 ,岐阜県,21382,輪之内町,54 ,1 ,1 ,56 ,11 ,10 ,22 ,11 ,12 ,1 ,0 ,23 ,1 ,102 ,
21 ,岐阜県,21383,安八町,51 ,1 ,1 ,53 ,9 ,17 ,26 ,17 ,13 ,1 ,0 ,31 ,2 ,111 ,
21 ,岐阜県,21401,揖斐川町,43 ,3 ,8 ,54 ,24 ,25 ,49 ,24 ,28 ,1 ,0 ,53 ,2 ,159 ,
