都道府県コード,都道府県,市区町村コード,市区町村,製造業,建設業・鉱業,農林水産業,産業部門　小計,業務,家庭,民生部門　小計,旅客自動車,貨物自動車,鉄道,船舶,運輸部門　小計,一般廃棄物,排出量合計,
7 ,福島県,7465,中島村,19 ,0 ,5 ,24 ,3 ,7 ,9 ,6 ,6 ,0 ,0 ,12 ,1 ,47 ,
7 ,福島県,7466,矢吹町,55 ,1 ,6 ,62 ,23 ,26 ,49 ,19 ,19 ,1 ,0 ,38 ,2 ,151 ,
7 ,福島県,7481,棚倉町,75 ,1 ,9 ,86 ,18 ,19 ,37 ,16 ,15 ,1 ,0 ,31 ,2 ,156 ,
7 ,福島県,7482,矢祭町,55 ,1 ,4 ,60 ,5 ,8 ,13 ,6 ,7 ,0 ,0 ,13 ,1 ,87 ,
7 ,福島県,7483,塙町,16 ,1 ,6 ,23 ,11 ,13 ,24 ,9 ,13 ,1 ,0 ,23 ,1 ,71 ,
7 ,福島県,7484,鮫川村,3 ,0 ,2 ,5 ,2 ,4 ,7 ,4 ,7 ,0 ,0 ,11 ,1 ,23 ,
7 ,福島県,7501,石川町,21 ,1 ,3 ,26 ,20 ,22 ,42 ,17 ,18 ,1 ,0 ,35 ,2 ,105 ,
7 ,福島県,7502,玉川村,37 ,1 ,2 ,40 ,6 ,8 ,15 ,8 ,9 ,0 ,0 ,17 ,1 ,73 ,
7 ,福島県,7503,平田村,13 ,1 ,3 ,16 ,5 ,9 ,13 ,7 ,10 ,0 ,0 ,18 ,1 ,49 ,
7 ,福島県,7504,浅川町,20 ,0 ,1 ,22 ,4 ,8 ,13 ,7 ,7 ,0 ,0 ,14 ,1 ,50 ,
7 ,福島県,7505,古殿町,9 ,1 ,2 ,12 ,4 ,7 ,11 ,6 ,8 ,0 ,0 ,14 ,1 ,38 ,
7 ,福島県,7521,三春町,30 ,2 ,2 ,34 ,16 ,25 ,41 ,19 ,18 ,1 ,0 ,38 ,1 ,114 ,
7 ,福島県,7522,小野町,12 ,1 ,2 ,15 ,11 ,15 ,26 ,11 ,13 ,1 ,0 ,24 ,1 ,66 ,
7 ,福島県,7541,広野町,15 ,1 ,2 ,17 ,8 ,8 ,17 ,6 ,8 ,0 ,0 ,14 ,0 ,49 ,
7 ,福島県,7542,楢葉町,8 ,0 ,0 ,8 ,2 ,11 ,13 ,6 ,15 ,0 ,0 ,21 ,1 ,43 ,
7 ,福島県,7543,富岡町,0 ,0 ,0 ,0 ,0 ,21 ,22 ,6 ,9 ,1 ,0 ,16 ,1 ,39 ,
7 ,福島県,7544,川内村,0 ,0 ,3 ,3 ,2 ,5 ,7 ,3 ,5 ,0 ,0 ,8 ,0 ,18 ,
7 ,福島県,7545,大熊町,0 ,0 ,0 ,0 ,0 ,15 ,15 ,4 ,5 ,1 ,0 ,10 ,1 ,25 ,
7 ,福島県,7546,双葉町,0 ,0 ,0 ,0 ,0 ,9 ,9 ,2 ,2 ,0 ,0 ,4 ,0 ,13 ,
7 ,福島県,7547,浪江町,1 ,0 ,0 ,1 ,0 ,26 ,27 ,7 ,11 ,1 ,0 ,19 ,1 ,47 ,
7 ,福島県,7548,葛尾村,0 ,0 ,0 ,0 ,0 ,2 ,2 ,1 ,2 ,0 ,0 ,4 ,0 ,6 ,
7 ,福島県,7561,新地町,12 ,1 ,5 ,18 ,8 ,11 ,19 ,9 ,11 ,0 ,0 ,20 ,1 ,58 ,
7 ,福島県,7564,飯舘村,4 ,0 ,0 ,4 ,0 ,7 ,7 ,7 ,9 ,0 ,0 ,16 ,0 ,26 ,
8 ,茨城県,8201,水戸市,256 ,20 ,13 ,288 ,579 ,398 ,978 ,309 ,204 ,17 ,0 ,530 ,50 ,"1,845 ",
8 ,茨城県,8202,日立市,"1,888 ",10 ,13 ,"1,911 ",271 ,261 ,532 ,187 ,100 ,11 ,29 ,327 ,35 ,"2,805 ",
8 ,茨城県,8203,土浦市,"1,132 ",8 ,23 ,"1,164 ",273 ,211 ,484 ,157 ,112 ,9 ,0 ,279 ,17 ,"1,944 ",
8 ,茨城県,8204,古河市,"2,170 ",7 ,14 ,"2,192 ",173 ,195 ,368 ,153 ,108 ,9 ,0 ,270 ,18 ,"2,848 ",
8 ,茨城県,8205,石岡市,458 ,4 ,10 ,471 ,90 ,98 ,188 ,86 ,77 ,5 ,0 ,168 ,9 ,836 ,
8 ,茨城県,8207,結城市,424 ,3 ,10 ,437 ,57 ,65 ,122 ,59 ,48 ,3 ,0 ,110 ,9 ,677 ,
8 ,茨城県,8208,龍ヶ崎市,567 ,3 ,13 ,583 ,91 ,108 ,198 ,78 ,41 ,5 ,0 ,124 ,9 ,916 ,
8 ,茨城県,8210,下妻市,349 ,3 ,10 ,361 ,58 ,54 ,112 ,64 ,51 ,3 ,0 ,118 ,7 ,598 ,
8 ,茨城県,8211,常総市,834 ,4 ,11 ,848 ,82 ,77 ,160 ,74 ,68 ,4 ,0 ,146 ,7 ,"1,161 ",
8 ,茨城県,8212,常陸太田市,71 ,3 ,8 ,82 ,48 ,67 ,116 ,60 ,53 ,3 ,0 ,116 ,8 ,322 ,
8 ,茨城県,8214,高萩市,222 ,1 ,4 ,227 ,36 ,40 ,76 ,32 ,20 ,2 ,0 ,54 ,0 ,357 ,
8 ,茨城県,8215,北茨城市,482 ,2 ,14 ,498 ,45 ,60 ,105 ,49 ,34 ,3 ,0 ,86 ,6 ,694 ,
8 ,茨城県,8216,笠間市,311 ,4 ,7 ,322 ,89 ,99 ,188 ,87 ,73 ,5 ,0 ,164 ,9 ,683 ,
8 ,茨城県,8217,取手市,537 ,3 ,6 ,545 ,103 ,154 ,257 ,90 ,41 ,7 ,0 ,138 ,10 ,950 ,
8 ,茨城県,8219,牛久市,259 ,3 ,9 ,271 ,92 ,115 ,207 ,81 ,34 ,5 ,0 ,120 ,17 ,615 ,
8 ,茨城県,8220,つくば市,627 ,11 ,39 ,678 ,483 ,329 ,812 ,245 ,154 ,15 ,0 ,414 ,53 ,"1,957 ",
8 ,茨城県,8221,ひたちなか市,"1,901 ",7 ,4 ,"1,912 ",204 ,218 ,422 ,173 ,90 ,10 ,29 ,301 ,22 ,"2,657 ",
8 ,茨城県,8222,鹿嶋市,"1,234 ",6 ,10 ,"1,250 ",89 ,96 ,185 ,79 ,64 ,4 ,37 ,185 ,0 ,"1,621 ",
8 ,茨城県,8223,潮来市,107 ,2 ,1 ,110 ,33 ,36 ,69 ,35 ,31 ,2 ,0 ,68 ,3 ,250 ,
8 ,茨城県,8224,守谷市,496 ,2 ,1 ,499 ,80 ,88 ,168 ,60 ,24 ,4 ,0 ,87 ,6 ,761 ,
8 ,茨城県,8225,常陸大宮市,223 ,3 ,18 ,243 ,48 ,56 ,104 ,48 ,50 ,3 ,0 ,101 ,5 ,452 ,
8 ,茨城県,8226,那珂市,101 ,3 ,5 ,108 ,59 ,72 ,131 ,64 ,48 ,3 ,0 ,115 ,5 ,360 ,
8 ,茨城県,8227,筑西市,833 ,7 ,37 ,877 ,125 ,131 ,256 ,125 ,105 ,6 ,0 ,237 ,18 ,"1,388 ",
8 ,茨城県,8228,坂東市,677 ,4 ,17 ,698 ,58 ,64 ,122 ,67 ,79 ,3 ,0 ,149 ,8 ,977 ,
8 ,茨城県,8229,稲敷市,294 ,3 ,13 ,309 ,44 ,51 ,95 ,53 ,57 ,3 ,0 ,112 ,8 ,524 ,
8 ,茨城県,8230,かすみがうら市,408 ,2 ,13 ,423 ,43 ,55 ,98 ,48 ,51 ,3 ,0 ,102 ,8 ,631 ,
8 ,茨城県,8231,桜川市,176 ,2 ,16 ,194 ,42 ,49 ,90 ,50 ,46 ,3 ,0 ,99 ,7 ,390 ,
8 ,茨城県,8232,神栖市,"2,776 ",11 ,37 ,"2,824 ",146 ,132 ,278 ,116 ,111 ,6 ,37 ,270 ,0 ,"3,371 ",
8 ,茨城県,8233,行方市,112 ,3 ,23 ,137 ,36 ,41 ,77 ,41 ,62 ,2 ,0 ,106 ,4 ,324 ,
8 ,茨城県,8234,鉾田市,103 ,3 ,40 ,145 ,44 ,65 ,109 ,60 ,85 ,3 ,0 ,148 ,7 ,409 ,
8 ,茨城県,8235,つくばみらい市,623 ,2 ,8 ,634 ,53 ,66 ,119 ,52 ,41 ,3 ,0 ,97 ,5 ,854 ,
8 ,茨城県,8236,小美玉市,392 ,3 ,36 ,431 ,63 ,67 ,130 ,66 ,67 ,3 ,0 ,136 ,7 ,705 ,
8 ,茨城県,8302,茨城町,110 ,2 ,17 ,129 ,39 ,42 ,81 ,40 ,49 ,2 ,0 ,90 ,6 ,306 ,
8 ,茨城県,8309,大洗町,45 ,1 ,1 ,48 ,30 ,24 ,54 ,18 ,18 ,1 ,29 ,65 ,2 ,170 ,
8 ,茨城県,8310,城里町,50 ,1 ,4 ,55 ,14 ,25 ,39 ,25 ,25 ,1 ,0 ,51 ,3 ,147 ,
8 ,茨城県,8341,東海村,29 ,3 ,3 ,35 ,59 ,51 ,109 ,42 ,25 ,2 ,29 ,97 ,9 ,252 ,
8 ,茨城県,8364,大子町,30 ,2 ,6 ,38 ,21 ,23 ,44 ,19 ,23 ,1 ,0 ,43 ,3 ,129 ,
8 ,茨城県,8442,美浦村,94 ,1 ,11 ,106 ,22 ,21 ,43 ,24 ,19 ,1 ,0 ,44 ,3 ,196 ,
8 ,茨城県,8443,阿見町,617 ,2 ,9 ,627 ,61 ,65 ,126 ,53 ,33 ,3 ,0 ,89 ,8 ,850 ,
8 ,茨城県,8447,河内町,28 ,1 ,11 ,39 ,6 ,11 ,17 ,11 ,14 ,1 ,0 ,25 ,1 ,83 ,
8 ,茨城県,8521,八千代町,179 ,2 ,11 ,192 ,20 ,24 ,44 ,27 ,35 ,1 ,0 ,64 ,3 ,303 ,
8 ,茨城県,8542,五霞町,394 ,1 ,1 ,397 ,12 ,10 ,23 ,10 ,13 ,1 ,0 ,24 ,2 ,445 ,
8 ,茨城県,8546,境町,167 ,2 ,7 ,175 ,34 ,31 ,64 ,30 ,31 ,2 ,0 ,63 ,4 ,306 ,
8 ,茨城県,8564,利根町,10 ,1 ,2 ,12 ,9 ,22 ,31 ,16 ,9 ,1 ,0 ,27 ,2 ,72 ,
9 ,栃木県,9201,宇都宮市,"1,117 ",39 ,38 ,"1,193 ",824 ,750 ,"1,573 ",568 ,313 ,32 ,0 ,914 ,69 ,"3,750 ",
9 ,栃木県,9202,足利市,198 ,8 ,7 ,212 ,182 ,213 ,395 ,165 ,90 ,9 ,0 ,264 ,27 ,899 ,
9 ,栃木県,9203,栃木市,559 ,11 ,15 ,585 ,172 ,209 ,381 ,175 ,127 ,10 ,0 ,312 ,25 ,"1,304 ",
9 ,栃木県,9204,佐野市,208 ,9 ,10 ,227 ,147 ,164 ,311 ,136 ,93 ,7 ,0 ,236 ,20 ,794 ,
9 ,栃木県,9205,鹿沼市,227 ,7 ,15 ,249 ,114 ,126 ,240 ,111 ,93 ,6 ,0 ,210 ,6 ,706 ,
9 ,栃木県,9206,日光市,166 ,6 ,26 ,199 ,113 ,116 ,228 ,96 ,67 ,5 ,0 ,169 ,11 ,606 ,
9 ,栃木県,9208,小山市,465 ,11 ,12 ,488 ,220 ,232 ,452 ,176 ,111 ,10 ,0 ,297 ,21 ,"1,258 ",
9 ,栃木県,9209,真岡市,300 ,6 ,16 ,322 ,83 ,100 ,183 ,94 ,75 ,5 ,0 ,174 ,13 ,692 ,
9 ,栃木県,9210,大田原市,320 ,6 ,25 ,351 ,88 ,92 ,179 ,83 ,70 ,4 ,0 ,157 ,10 ,697 ,
9 ,栃木県,9211,矢板市,27 ,3 ,10 ,39 ,40 ,42 ,82 ,37 ,29 ,2 ,0 ,68 ,4 ,193 ,
9 ,栃木県,9213,那須塩原市,178 ,8 ,20 ,206 ,152 ,158 ,310 ,140 ,101 ,7 ,0 ,248 ,22 ,786 ,
9 ,栃木県,9214,さくら市,116 ,2 ,12 ,130 ,46 ,55 ,101 ,50 ,35 ,3 ,0 ,87 ,5 ,324 ,
9 ,栃木県,9215,那須烏山市,32 ,2 ,9 ,43 ,23 ,33 ,57 ,30 ,28 ,2 ,0 ,60 ,2 ,163 ,
9 ,栃木県,9216,下野市,83 ,3 ,6 ,93 ,72 ,77 ,150 ,62 ,40 ,4 ,0 ,106 ,4 ,352 ,
9 ,栃木県,9301,上三川町,170 ,3 ,4 ,176 ,34 ,38 ,72 ,38 ,30 ,2 ,0 ,69 ,0 ,317 ,
9 ,栃木県,9342,益子町,9 ,1 ,3 ,13 ,18 ,28 ,46 ,27 ,22 ,1 ,0 ,50 ,3 ,112 ,
9 ,栃木県,9343,茂木町,3 ,1 ,3 ,7 ,13 ,16 ,29 ,15 ,16 ,1 ,0 ,32 ,2 ,69 ,
9 ,栃木県,9344,市貝町,70 ,1 ,11 ,81 ,8 ,14 ,23 ,14 ,14 ,1 ,0 ,29 ,1 ,134 ,
9 ,栃木県,9345,芳賀町,127 ,2 ,5 ,134 ,70 ,18 ,87 ,20 ,20 ,1 ,0 ,41 ,2 ,264 ,
9 ,栃木県,9361,壬生町,54 ,2 ,3 ,59 ,44 ,51 ,95 ,43 ,30 ,2 ,0 ,76 ,7 ,237 ,
9 ,栃木県,9364,野木町,71 ,1 ,1 ,73 ,21 ,34 ,55 ,24 ,12 ,2 ,0 ,38 ,4 ,170 ,
9 ,栃木県,9384,塩谷町,16 ,1 ,2 ,20 ,8 ,13 ,21 ,14 ,14 ,1 ,0 ,28 ,1 ,70 ,
9 ,栃木県,9386,高根沢町,9 ,2 ,8 ,19 ,31 ,39 ,70 ,35 ,21 ,2 ,0 ,58 ,3 ,150 ,
9 ,栃木県,9407,那須町,22 ,2 ,22 ,46 ,43 ,33 ,76 ,30 ,32 ,2 ,0 ,64 ,5 ,191 ,
9 ,栃木県,9411,那珂川町,27 ,1 ,6 ,34 ,15 ,19 ,34 ,19 ,21 ,1 ,0 ,41 ,2 ,111 ,
10 ,群馬県,10201,前橋市,240 ,23 ,44 ,307 ,497 ,417 ,914 ,380 ,266 ,21 ,0 ,667 ,53 ,"1,941 ",
10 ,群馬県,10202,高崎市,445 ,22 ,12 ,480 ,498 ,462 ,959 ,407 ,259 ,23 ,0 ,689 ,38 ,"2,166 ",
10 ,群馬県,10203,桐生市,95 ,4 ,5 ,105 ,127 ,138 ,266 ,126 ,72 ,7 ,0 ,205 ,38 ,614 ,
10 ,群馬県,10204,伊勢崎市,551 ,9 ,9 ,569 ,241 ,252 ,494 ,253 ,166 ,13 ,0 ,433 ,31 ,"1,527 ",
10 ,群馬県,10205,太田市,"1,397 ",12 ,9 ,"1,418 ",266 ,270 ,536 ,264 ,171 ,14 ,0 ,449 ,34 ,"2,437 ",
10 ,群馬県,10206,沼田市,40 ,4 ,7 ,51 ,61 ,57 ,118 ,54 ,59 ,3 ,0 ,116 ,7 ,292 ,
10 ,群馬県,10207,館林市,131 ,3 ,5 ,139 ,95 ,93 ,188 ,85 ,51 ,5 ,0 ,140 ,8 ,475 ,
10 ,群馬県,10208,渋川市,93 ,6 ,10 ,109 ,94 ,90 ,184 ,93 ,84 ,5 ,0 ,182 ,17 ,492 ,
10 ,群馬県,10209,藤岡市,126 ,4 ,4 ,133 ,63 ,77 ,139 ,76 ,61 ,4 ,0 ,140 ,13 ,426 ,
10 ,群馬県,10210,富岡市,130 ,3 ,6 ,140 ,58 ,56 ,114 ,56 ,49 ,3 ,0 ,108 ,8 ,369 ,
10 ,群馬県,10211,安中市,149 ,3 ,6 ,158 ,57 ,69 ,126 ,67 ,54 ,4 ,0 ,125 ,9 ,418 ,
10 ,群馬県,10212,みどり市,37 ,2 ,1 ,40 ,53 ,58 ,111 ,60 ,42 ,3 ,0 ,105 ,0 ,256 ,
10 ,群馬県,10344,榛東村,11 ,1 ,1 ,13 ,12 ,16 ,28 ,19 ,15 ,1 ,0 ,35 ,3 ,79 ,
10 ,群馬県,10345,吉岡町,12 ,1 ,0 ,13 ,18 ,23 ,41 ,25 ,16 ,1 ,0 ,42 ,5 ,100 ,
10 ,群馬県,10366,上野村,0 ,0 ,2 ,2 ,1 ,2 ,3 ,1 ,2 ,0 ,0 ,3 ,0 ,9 ,
10 ,群馬県,10367,神流町,0 ,0 ,0 ,1 ,2 ,3 ,5 ,2 ,4 ,0 ,0 ,6 ,0 ,12 ,
10 ,群馬県,10382,下仁田町,6 ,1 ,1 ,8 ,7 ,9 ,16 ,9 ,11 ,0 ,0 ,20 ,1 ,45 ,
10 ,群馬県,10383,南牧村,1 ,0 ,1 ,2 ,1 ,3 ,4 ,2 ,2 ,0 ,0 ,4 ,0 ,11 ,
10 ,群馬県,10384,甘楽町,22 ,1 ,0 ,23 ,8 ,14 ,22 ,15 ,15 ,1 ,0 ,31 ,0 ,76 ,
10 ,群馬県,10421,中之条町,3 ,1 ,3 ,7 ,21 ,19 ,40 ,19 ,21 ,1 ,0 ,41 ,1 ,89 ,
10 ,群馬県,10424,長野原町,1 ,1 ,2 ,3 ,10 ,7 ,17 ,7 ,11 ,0 ,0 ,19 ,2 ,41 ,
10 ,群馬県,10425,嬬恋村,1 ,1 ,6 ,7 ,12 ,11 ,22 ,12 ,24 ,1 ,0 ,36 ,3 ,69 ,
10 ,群馬県,10426,草津町,0 ,0 ,1 ,1 ,19 ,10 ,28 ,6 ,5 ,0 ,0 ,11 ,1 ,41 ,
10 ,群馬県,10428,高山村,0 ,0 ,0 ,0 ,3 ,4 ,7 ,4 ,6 ,0 ,0 ,10 ,0 ,18 ,
10 ,群馬県,10429,東吾妻町,19 ,1 ,6 ,25 ,15 ,16 ,31 ,16 ,21 ,1 ,0 ,38 ,1 ,95 ,
10 ,群馬県,10443,片品村,1 ,0 ,1 ,2 ,7 ,5 ,11 ,5 ,9 ,0 ,0 ,15 ,1 ,29 ,
10 ,群馬県,10444,川場村,1 ,0 ,2 ,2 ,4 ,3 ,8 ,4 ,5 ,0 ,0 ,9 ,0 ,20 ,
10 ,群馬県,10448,昭和村,19 ,0 ,8 ,27 ,5 ,8 ,12 ,8 ,18 ,0 ,0 ,27 ,1 ,68 ,
10 ,群馬県,10449,みなかみ町,28 ,1 ,2 ,31 ,25 ,22 ,48 ,21 ,24 ,1 ,0 ,47 ,0 ,125 ,
10 ,群馬県,10464,玉村町,64 ,1 ,1 ,66 ,36 ,43 ,79 ,44 ,32 ,2 ,0 ,77 ,4 ,226 ,
10 ,群馬県,10521,板倉町,25 ,1 ,1 ,27 ,13 ,16 ,29 ,17 ,17 ,1 ,0 ,34 ,1 ,91 ,
10 ,群馬県,10522,明和町,50 ,0 ,1 ,51 ,13 ,12 ,25 ,13 ,10 ,1 ,0 ,23 ,1 ,99 ,
10 ,群馬県,10523,千代田町,91 ,1 ,1 ,93 ,11 ,12 ,24 ,14 ,12 ,1 ,0 ,27 ,3 ,146 ,
10 ,群馬県,10524,大泉町,293 ,1 ,0 ,295 ,40 ,54 ,95 ,49 ,23 ,3 ,0 ,75 ,8 ,472 ,
10 ,群馬県,10525,邑楽町,115 ,1 ,1 ,117 ,20 ,29 ,49 ,32 ,22 ,2 ,0 ,55 ,4 ,224 ,
11 ,埼玉県,11100,さいたま市,467 ,66 ,23 ,556 ,"1,761 ","1,461 ","3,222 ",794 ,448 ,82 ,0 ,"1,324 ",172 ,"5,273 ",
11 ,埼玉県,11201,川越市,441 ,15 ,11 ,467 ,419 ,388 ,807 ,261 ,148 ,22 ,0 ,431 ,41 ,"1,746 ",
11 ,埼玉県,11202,熊谷市,504 ,10 ,11 ,526 ,277 ,212 ,488 ,203 ,130 ,12 ,0 ,345 ,30 ,"1,389 ",
11 ,埼玉県,11203,川口市,273 ,31 ,12 ,317 ,536 ,703 ,"1,240 ",327 ,252 ,38 ,0 ,617 ,79 ,"2,252 ",
11 ,埼玉県,11206,行田市,147 ,4 ,6 ,156 ,91 ,85 ,176 ,86 ,53 ,5 ,0 ,144 ,9 ,486 ,
11 ,埼玉県,11207,秩父市,57 ,4 ,10 ,71 ,76 ,64 ,140 ,68 ,57 ,4 ,0 ,128 ,11 ,350 ,
11 ,埼玉県,11208,所沢市,90 ,14 ,10 ,114 ,358 ,392 ,750 ,214 ,125 ,21 ,0 ,361 ,28 ,"1,253 ",
11 ,埼玉県,11209,飯能市,157 ,3 ,2 ,163 ,84 ,85 ,170 ,71 ,45 ,5 ,0 ,121 ,8 ,461 ,
11 ,埼玉県,11210,加須市,252 ,5 ,18 ,275 ,116 ,115 ,232 ,116 ,80 ,7 ,0 ,203 ,12 ,721 ,
11 ,埼玉県,11211,本庄市,172 ,4 ,6 ,181 ,98 ,84 ,182 ,86 ,63 ,5 ,0 ,153 ,12 ,529 ,
11 ,埼玉県,11212,東松山市,131 ,4 ,3 ,138 ,113 ,98 ,212 ,86 ,53 ,6 ,0 ,145 ,9 ,504 ,
11 ,埼玉県,11214,春日部市,107 ,8 ,11 ,126 ,222 ,259 ,482 ,169 ,92 ,15 ,0 ,276 ,30 ,914 ,
11 ,埼玉県,11215,狭山市,565 ,5 ,4 ,574 ,170 ,168 ,338 ,118 ,66 ,9 ,0 ,194 ,9 ,"1,115 ",
11 ,埼玉県,11216,羽生市,144 ,2 ,8 ,153 ,59 ,56 ,115 ,57 ,33 ,3 ,0 ,93 ,5 ,367 ,
11 ,埼玉県,11217,鴻巣市,121 ,4 ,12 ,137 ,94 ,122 ,216 ,100 ,48 ,7 ,0 ,155 ,10 ,518 ,
11 ,埼玉県,11218,深谷市,249 ,6 ,42 ,298 ,149 ,146 ,294 ,154 ,108 ,9 ,0 ,271 ,22 ,885 ,
11 ,埼玉県,11219,上尾市,229 ,8 ,8 ,245 ,221 ,248 ,469 ,165 ,78 ,14 ,0 ,257 ,34 ,"1,005 ",
11 ,埼玉県,11221,草加市,246 ,9 ,1 ,256 ,218 ,287 ,504 ,138 ,94 ,15 ,0 ,247 ,26 ,"1,034 ",
11 ,埼玉県,11222,越谷市,122 ,15 ,6 ,143 ,358 ,377 ,736 ,218 ,134 ,21 ,0 ,373 ,35 ,"1,287 ",
11 ,埼玉県,11223,蕨市,49 ,3 ,0 ,52 ,74 ,96 ,170 ,31 ,14 ,5 ,0 ,50 ,8 ,279 ,
11 ,埼玉県,11224,戸田市,131 ,6 ,8 ,145 ,182 ,160 ,342 ,72 ,71 ,9 ,0 ,152 ,10 ,649 ,
11 ,埼玉県,11225,入間市,249 ,5 ,4 ,258 ,134 ,160 ,293 ,118 ,71 ,9 ,0 ,198 ,16 ,766 ,
11 ,埼玉県,11227,朝霞市,45 ,5 ,2 ,52 ,130 ,162 ,292 ,72 ,48 ,9 ,0 ,129 ,13 ,485 ,
11 ,埼玉県,11228,志木市,13 ,3 ,2 ,19 ,52 ,85 ,137 ,39 ,23 ,5 ,0 ,67 ,7 ,230 ,
11 ,埼玉県,11229,和光市,17 ,3 ,0 ,20 ,84 ,102 ,186 ,38 ,27 ,5 ,0 ,71 ,12 ,288 ,
11 ,埼玉県,11230,新座市,69 ,9 ,2 ,79 ,157 ,183 ,340 ,92 ,71 ,10 ,0 ,173 ,14 ,606 ,
11 ,埼玉県,11231,桶川市,65 ,3 ,3 ,71 ,70 ,79 ,150 ,59 ,30 ,5 ,0 ,94 ,0 ,314 ,
11 ,埼玉県,11232,久喜市,269 ,6 ,9 ,283 ,164 ,162 ,325 ,132 ,72 ,9 ,0 ,213 ,10 ,831 ,
11 ,埼玉県,11233,北本市,32 ,2 ,2 ,36 ,60 ,71 ,131 ,54 ,24 ,4 ,0 ,82 ,4 ,254 ,
11 ,埼玉県,11234,八潮市,213 ,7 ,1 ,220 ,93 ,106 ,199 ,63 ,77 ,6 ,0 ,145 ,12 ,577 ,
11 ,埼玉県,11235,富士見市,11 ,3 ,1 ,15 ,76 ,126 ,202 ,62 ,32 ,7 ,0 ,101 ,10 ,328 ,
11 ,埼玉県,11237,三郷市,66 ,8 ,1 ,76 ,147 ,157 ,304 ,95 ,88 ,9 ,0 ,192 ,17 ,589 ,
11 ,埼玉県,11238,蓮田市,96 ,3 ,6 ,105 ,51 ,66 ,117 ,49 ,28 ,4 ,0 ,81 ,8 ,310 ,
11 ,埼玉県,11239,坂戸市,79 ,3 ,1 ,83 ,88 ,112 ,200 ,83 ,41 ,6 ,0 ,130 ,9 ,422 ,
11 ,埼玉県,11240,幸手市,60 ,2 ,2 ,64 ,50 ,55 ,105 ,46 ,27 ,3 ,0 ,76 ,0 ,245 ,
11 ,埼玉県,11241,鶴ヶ島市,29 ,2 ,1 ,32 ,68 ,76 ,144 ,56 ,27 ,4 ,0 ,87 ,7 ,271 ,
11 ,埼玉県,11242,日高市,114 ,2 ,4 ,121 ,59 ,59 ,118 ,55 ,37 ,3 ,0 ,95 ,0 ,334 ,
11 ,埼玉県,11243,吉川市,53 ,2 ,3 ,58 ,61 ,74 ,135 ,52 ,39 ,5 ,0 ,96 ,10 ,298 ,
11 ,埼玉県,11245,ふじみ野市,61 ,4 ,2 ,67 ,95 ,127 ,222 ,66 ,28 ,7 ,0 ,102 ,18 ,409 ,
11 ,埼玉県,11246,白岡市,32 ,1 ,0 ,34 ,43 ,52 ,96 ,41 ,22 ,3 ,0 ,67 ,7 ,203 ,
11 ,埼玉県,11301,伊奈町,49 ,2 ,0 ,52 ,45 ,45 ,90 ,38 ,24 ,3 ,0 ,64 ,3 ,209 ,
11 ,埼玉県,11324,三芳町,124 ,2 ,3 ,129 ,66 ,40 ,106 ,30 ,39 ,2 ,0 ,72 ,0 ,307 ,
11 ,埼玉県,11326,毛呂山町,21 ,1 ,3 ,25 ,41 ,38 ,79 ,31 ,18 ,2 ,0 ,51 ,4 ,159 ,
11 ,埼玉県,11327,越生町,4 ,0 ,1 ,5 ,9 ,12 ,21 ,12 ,8 ,1 ,0 ,21 ,2 ,49 ,
11 ,埼玉県,11341,滑川町,59 ,1 ,3 ,63 ,20 ,19 ,39 ,18 ,14 ,1 ,0 ,34 ,1 ,136 ,
11 ,埼玉県,11342,嵐山町,76 ,1 ,3 ,80 ,19 ,20 ,39 ,18 ,11 ,1 ,0 ,30 ,1 ,149 ,
11 ,埼玉県,11343,小川町,55 ,1 ,4 ,60 ,28 ,32 ,60 ,31 ,17 ,2 ,0 ,50 ,1 ,171 ,
11 ,埼玉県,11346,川島町,51 ,1 ,2 ,55 ,26 ,20 ,45 ,22 ,23 ,1 ,0 ,46 ,2 ,147 ,
11 ,埼玉県,11347,吉見町,72 ,1 ,2 ,75 ,13 ,19 ,32 ,22 ,17 ,1 ,0 ,40 ,1 ,148 ,
11 ,埼玉県,11348,鳩山町,2 ,1 ,1 ,3 ,11 ,15 ,26 ,14 ,8 ,1 ,0 ,23 ,2 ,54 ,
11 ,埼玉県,11349,ときがわ町,32 ,1 ,1 ,33 ,9 ,11 ,21 ,14 ,13 ,1 ,0 ,27 ,1 ,81 ,
11 ,埼玉県,11361,横瀬町,17 ,1 ,0 ,17 ,8 ,8 ,16 ,9 ,7 ,1 ,0 ,17 ,2 ,52 ,
11 ,埼玉県,11362,皆野町,6 ,1 ,1 ,7 ,13 ,10 ,23 ,11 ,11 ,1 ,0 ,23 ,2 ,55 ,
11 ,埼玉県,11363,長瀞町,6 ,0 ,0 ,6 ,7 ,7 ,14 ,8 ,6 ,0 ,0 ,15 ,1 ,37 ,
11 ,埼玉県,11365,小鹿野町,13 ,1 ,6 ,20 ,11 ,11 ,22 ,13 ,15 ,1 ,0 ,28 ,2 ,72 ,
11 ,埼玉県,11369,東秩父村,1 ,0 ,1 ,2 ,2 ,3 ,5 ,4 ,4 ,0 ,0 ,7 ,0 ,15 ,
11 ,埼玉県,11381,美里町,58 ,1 ,3 ,62 ,10 ,11 ,21 ,13 ,15 ,1 ,0 ,29 ,2 ,114 ,
