都道府県コード,都道府県,市区町村コード,市区町村,製造業,建設業・鉱業,農林水産業,産業部門　小計,業務,家庭,民生部門　小計,旅客自動車,貨物自動車,鉄道,船舶,運輸部門　小計,一般廃棄物,排出量合計
01,北海道,01215,美唄市,93 ,12 ,4 ,108 ,29 ,59 ,87 ,25 ,27 ,2 ,0 ,54 ,2 ,251 
01,北海道,01216,芦別市,70 ,9 ,28 ,108 ,18 ,44 ,62 ,18 ,16 ,2 ,0 ,36 ,1 ,207 
01,北海道,01217,江別市,419 ,19 ,21 ,458 ,57 ,161 ,218 ,70 ,47 ,6 ,0 ,123 ,5 ,803 
01,北海道,01218,赤平市,89 ,10 ,6 ,105 ,15 ,34 ,49 ,14 ,11 ,1 ,0 ,26 ,1 ,181 
01,北海道,01219,紋別市,250 ,8 ,32 ,290 ,28 ,55 ,83 ,24 ,28 ,2 ,4 ,58 ,2 ,432 
01,北海道,01220,士別市,80 ,12 ,37 ,129 ,24 ,44 ,68 ,23 ,27 ,2 ,0 ,52 ,1 ,251 
01,北海道,01221,名寄市,75 ,10 ,14 ,100 ,39 ,59 ,98 ,28 ,29 ,2 ,0 ,60 ,2 ,260 
01,北海道,01222,三笠市,79 ,5 ,11 ,96 ,10 ,31 ,41 ,12 ,9 ,1 ,0 ,22 ,1 ,159 
01,北海道,01223,根室市,309 ,6 ,91 ,406 ,32 ,57 ,89 ,30 ,32 ,2 ,7 ,72 ,2 ,569 
01,北海道,01224,千歳市,741 ,17 ,41 ,800 ,97 ,122 ,218 ,74 ,49 ,5 ,0 ,128 ,4 ,"1,150 "
01,北海道,01225,滝川市,83 ,20 ,12 ,114 ,55 ,83 ,138 ,39 ,38 ,3 ,0 ,80 ,2 ,336 
01,北海道,01226,砂川市,71 ,11 ,0 ,83 ,22 ,38 ,60 ,18 ,17 ,1 ,0 ,36 ,1 ,180 
01,北海道,01227,歌志内市,3 ,7 ,2 ,12 ,5 ,15 ,19 ,5 ,3 ,1 ,0 ,9 ,0 ,41 
01,北海道,01228,深川市,46 ,9 ,17 ,72 ,28 ,50 ,78 ,22 ,26 ,2 ,0 ,50 ,2 ,202 
01,北海道,01229,富良野市,45 ,8 ,34 ,86 ,28 ,42 ,69 ,22 ,31 ,2 ,0 ,55 ,1 ,212 
01,北海道,01230,登別市,76 ,11 ,13 ,99 ,40 ,91 ,132 ,42 ,31 ,3 ,0 ,76 ,3 ,310 
01,北海道,01231,恵庭市,369 ,12 ,29 ,410 ,49 ,82 ,131 ,46 ,34 ,3 ,0 ,84 ,3 ,628 
01,北海道,01233,伊達市,83 ,10 ,10 ,104 ,29 ,58 ,87 ,28 ,30 ,2 ,0 ,60 ,2 ,252 
01,北海道,01234,北広島市,254 ,11 ,26 ,290 ,38 ,69 ,107 ,36 ,28 ,3 ,0 ,67 ,2 ,466 
01,北海道,01235,石狩市,252 ,17 ,15 ,283 ,36 ,76 ,112 ,41 ,41 ,3 ,2 ,87 ,3 ,484 
01,北海道,01236,北斗市,262 ,10 ,13 ,284 ,26 ,59 ,84 ,30 ,34 ,2 ,0 ,67 ,2 ,437 
01,北海道,01303,当別町,9 ,6 ,25 ,40 ,14 ,25 ,39 ,13 ,19 ,1 ,0 ,33 ,1 ,113 
01,北海道,01304,新篠津村,0 ,1 ,24 ,25 ,2 ,5 ,6 ,4 ,7 ,0 ,0 ,11 ,0 ,43 
01,北海道,01331,松前町,31 ,3 ,3 ,37 ,8 ,21 ,29 ,8 ,6 ,1 ,5 ,21 ,1 ,87 
01,北海道,01332,福島町,31 ,2 ,3 ,36 ,4 ,12 ,16 ,5 ,4 ,0 ,0 ,9 ,0 ,62 
01,北海道,01333,知内町,32 ,3 ,8 ,43 ,4 ,10 ,13 ,5 ,7 ,0 ,0 ,12 ,0 ,69 
01,北海道,01334,木古内町,9 ,2 ,7 ,18 ,6 ,12 ,18 ,6 ,6 ,0 ,0 ,12 ,0 ,49 
01,北海道,01337,七飯町,142 ,5 ,9 ,156 ,14 ,35 ,49 ,18 ,21 ,1 ,0 ,41 ,1 ,247 
01,北海道,01343,鹿部町,52 ,1 ,5 ,58 ,3 ,6 ,10 ,4 ,6 ,0 ,0 ,10 ,0 ,78 
01,北海道,01345,森町,174 ,6 ,26 ,206 ,14 ,33 ,47 ,16 ,22 ,1 ,1 ,41 ,1 ,295 
01,北海道,01346,八雲町,71 ,7 ,21 ,100 ,19 ,37 ,56 ,17 ,22 ,1 ,0 ,41 ,1 ,198 
01,北海道,01347,長万部町,23 ,3 ,4 ,29 ,8 ,16 ,24 ,6 ,7 ,1 ,0 ,14 ,0 ,68 
01,北海道,01361,江差町,14 ,4 ,4 ,23 ,13 ,20 ,33 ,9 ,10 ,1 ,6 ,25 ,1 ,81 
01,北海道,01362,上ノ国町,15 ,3 ,12 ,30 ,3 ,12 ,15 ,5 ,6 ,0 ,0 ,11 ,0 ,57 
01,北海道,01363,厚沢部町,16 ,2 ,24 ,42 ,3 ,9 ,13 ,5 ,9 ,0 ,0 ,14 ,0 ,69 
01,北海道,01364,乙部町,17 ,2 ,6 ,25 ,3 ,9 ,12 ,4 ,4 ,0 ,0 ,8 ,0 ,45 
01,北海道,01367,奥尻町,5 ,2 ,1 ,8 ,4 ,7 ,12 ,2 ,4 ,0 ,8 ,14 ,0 ,33 
01,北海道,01370,今金町,7 ,3 ,10 ,20 ,6 ,12 ,18 ,5 ,10 ,0 ,0 ,15 ,0 ,53 
01,北海道,01371,せたな町,15 ,6 ,9 ,30 ,9 ,22 ,31 ,8 ,12 ,1 ,3 ,25 ,1 ,86 
01,北海道,01391,島牧村,2 ,1 ,4 ,6 ,1 ,4 ,6 ,2 ,2 ,0 ,0 ,4 ,0 ,16 
01,北海道,01392,寿都町,17 ,2 ,0 ,19 ,5 ,8 ,14 ,3 ,3 ,0 ,0 ,6 ,0 ,39 
01,北海道,01393,黒松内町,2 ,2 ,10 ,14 ,3 ,6 ,9 ,3 ,4 ,0 ,0 ,7 ,0 ,31 
01,北海道,01394,蘭越町,2 ,3 ,6 ,11 ,5 ,11 ,16 ,5 ,8 ,0 ,0 ,14 ,0 ,41 
01,北海道,01395,ニセコ町,5 ,1 ,1 ,6 ,5 ,7 ,12 ,3 ,6 ,0 ,0 ,9 ,0 ,28 
01,北海道,01396,真狩村,2 ,1 ,5 ,8 ,2 ,4 ,6 ,2 ,5 ,0 ,0 ,8 ,0 ,22 
01,北海道,01397,留寿都村,0 ,0 ,7 ,7 ,3 ,4 ,7 ,3 ,4 ,0 ,0 ,7 ,0 ,21 
01,北海道,01398,喜茂別町,10 ,1 ,2 ,13 ,3 ,5 ,8 ,3 ,4 ,0 ,0 ,7 ,0 ,28 
01,北海道,01399,京極町,16 ,2 ,2 ,21 ,3 ,6 ,9 ,3 ,5 ,0 ,0 ,8 ,0 ,38 
01,北海道,01400,倶知安町,26 ,4 ,14 ,44 ,22 ,31 ,53 ,15 ,16 ,1 ,0 ,32 ,1 ,130 
01,北海道,01401,共和町,26 ,4 ,7 ,37 ,5 ,12 ,17 ,6 ,10 ,0 ,0 ,17 ,0 ,71 
01,北海道,01402,岩内町,73 ,8 ,4 ,86 ,17 ,34 ,50 ,13 ,12 ,1 ,7 ,32 ,1 ,169 
01,北海道,01403,泊村,0 ,1 ,1 ,2 ,2 ,4 ,7 ,2 ,1 ,0 ,0 ,3 ,0 ,12 
01,北海道,01404,神恵内村,6 ,0 ,1 ,7 ,1 ,3 ,4 ,1 ,1 ,0 ,0 ,2 ,0 ,13 
01,北海道,01405,積丹町,2 ,1 ,4 ,7 ,3 ,7 ,10 ,2 ,2 ,0 ,0 ,5 ,0 ,23 
01,北海道,01406,古平町,55 ,2 ,9 ,66 ,3 ,8 ,12 ,3 ,4 ,0 ,0 ,7 ,0 ,85 
01,北海道,01407,仁木町,6 ,1 ,8 ,15 ,3 ,7 ,9 ,3 ,4 ,0 ,0 ,7 ,0 ,32 
01,北海道,01408,余市町,99 ,6 ,7 ,112 ,20 ,41 ,61 ,16 ,15 ,2 ,2 ,35 ,1 ,209 
01,北海道,01409,赤井川村,0 ,1 ,8 ,8 ,1 ,3 ,4 ,1 ,2 ,0 ,0 ,3 ,0 ,16 
01,北海道,01423,南幌町,17 ,2 ,1 ,20 ,3 ,7 ,11 ,5 ,7 ,0 ,0 ,12 ,0 ,43 
01,北海道,01424,奈井江町,66 ,6 ,8 ,80 ,5 ,13 ,18 ,6 ,7 ,0 ,0 ,14 ,0 ,113 
01,北海道,01425,上砂川町,13 ,3 ,1 ,17 ,4 ,12 ,16 ,5 ,3 ,0 ,0 ,8 ,0 ,41 
01,北海道,01427,由仁町,18 ,2 ,13 ,33 ,5 ,11 ,17 ,6 ,11 ,0 ,0 ,18 ,0 ,68 
01,北海道,01428,長沼町,19 ,4 ,33 ,57 ,9 ,16 ,26 ,10 ,18 ,1 ,0 ,29 ,1 ,112 
01,北海道,01429,栗山町,102 ,5 ,18 ,125 ,13 ,25 ,38 ,13 ,17 ,1 ,0 ,31 ,1 ,195 
01,北海道,01430,月形町,4 ,2 ,1 ,7 ,4 ,8 ,11 ,4 ,6 ,0 ,0 ,11 ,0 ,29 
01,北海道,01431,浦臼町,6 ,1 ,5 ,12 ,2 ,4 ,6 ,2 ,4 ,0 ,0 ,7 ,0 ,25 
01,北海道,01432,新十津川町,4 ,3 ,4 ,11 ,5 ,12 ,17 ,7 ,10 ,1 ,0 ,18 ,0 ,46 
01,北海道,01433,妹背牛町,29 ,2 ,0 ,31 ,3 ,7 ,10 ,4 ,5 ,0 ,0 ,9 ,0 ,50 
01,北海道,01434,秩父別町,6 ,2 ,5 ,13 ,2 ,5 ,7 ,3 ,5 ,0 ,0 ,8 ,0 ,29 
01,北海道,01436,雨竜町,0 ,1 ,5 ,5 ,3 ,5 ,8 ,3 ,4 ,0 ,0 ,7 ,0 ,21 
01,北海道,01437,北竜町,1 ,1 ,4 ,6 ,2 ,4 ,6 ,2 ,4 ,0 ,0 ,6 ,0 ,18 
01,北海道,01438,沼田町,16 ,3 ,2 ,21 ,4 ,8 ,11 ,4 ,6 ,0 ,0 ,10 ,0 ,44 
01,北海道,01452,鷹栖町,1 ,2 ,10 ,13 ,4 ,9 ,14 ,6 ,7 ,0 ,0 ,13 ,0 ,40 
01,北海道,01453,東神楽町,22 ,2 ,25 ,49 ,4 ,7 ,11 ,6 ,7 ,0 ,0 ,13 ,0 ,74 
01,北海道,01454,当麻町,32 ,2 ,8 ,43 ,4 ,11 ,15 ,7 ,8 ,1 ,0 ,16 ,0 ,75 
01,北海道,01455,比布町,8 ,1 ,5 ,15 ,3 ,7 ,10 ,4 ,5 ,0 ,0 ,9 ,0 ,34 
01,北海道,01456,愛別町,14 ,1 ,10 ,25 ,3 ,7 ,10 ,4 ,4 ,0 ,0 ,9 ,0 ,44 
01,北海道,01457,上川町,11 ,2 ,24 ,36 ,9 ,14 ,22 ,5 ,5 ,0 ,0 ,11 ,0 ,70 
01,北海道,01458,東川町,57 ,2 ,16 ,75 ,5 ,10 ,15 ,6 ,8 ,0 ,0 ,15 ,0 ,106 
01,北海道,01459,美瑛町,25 ,5 ,19 ,49 ,10 ,19 ,28 ,11 ,18 ,1 ,0 ,30 ,1 ,107 
01,北海道,01460,上富良野町,23 ,3 ,6 ,32 ,12 ,18 ,31 ,10 ,12 ,1 ,0 ,23 ,1 ,86 
01,北海道,01461,中富良野町,4 ,1 ,5 ,11 ,3 ,8 ,11 ,5 ,8 ,0 ,0 ,14 ,0 ,36 
01,北海道,01462,南富良野町,8 ,1 ,15 ,24 ,3 ,7 ,9 ,3 ,4 ,0 ,0 ,7 ,0 ,41 
01,北海道,01463,占冠村,3 ,0 ,8 ,11 ,4 ,8 ,12 ,2 ,2 ,0 ,0 ,4 ,0 ,27 
01,北海道,01464,和寒町,12 ,2 ,12 ,26 ,3 ,8 ,12 ,4 ,6 ,0 ,0 ,10 ,0 ,48 
01,北海道,01465,剣淵町,4 ,1 ,1 ,6 ,3 ,6 ,9 ,4 ,7 ,0 ,0 ,11 ,0 ,26 
01,北海道,01468,下川町,17 ,2 ,17 ,36 ,3 ,9 ,12 ,4 ,4 ,0 ,0 ,8 ,0 ,56 
01,北海道,01469,美深町,14 ,3 ,9 ,26 ,6 ,11 ,17 ,5 ,8 ,0 ,0 ,14 ,0 ,57 
01,北海道,01470,音威子府村,2 ,0 ,1 ,3 ,1 ,3 ,4 ,1 ,2 ,0 ,0 ,3 ,0 ,10 
01,北海道,01471,中川町,3 ,2 ,7 ,12 ,2 ,5 ,7 ,2 ,4 ,0 ,0 ,6 ,0 ,26 
01,北海道,01472,幌加内町,7 ,1 ,9 ,17 ,2 ,5 ,6 ,2 ,3 ,0 ,0 ,5 ,0 ,29 
01,北海道,01481,増毛町,41 ,2 ,9 ,52 ,5 ,12 ,17 ,4 ,4 ,0 ,5 ,14 ,0 ,83 
01,北海道,01482,小平町,5 ,3 ,14 ,22 ,3 ,8 ,11 ,3 ,4 ,0 ,0 ,8 ,0 ,42 
01,北海道,01483,苫前町,12 ,2 ,5 ,19 ,3 ,9 ,12 ,3 ,6 ,0 ,0 ,9 ,0 ,41 
01,北海道,01484,羽幌町,26 ,3 ,8 ,37 ,10 ,19 ,29 ,7 ,9 ,1 ,10 ,27 ,1 ,93 
01,北海道,01485,初山別村,4 ,1 ,5 ,10 ,1 ,3 ,5 ,2 ,2 ,0 ,0 ,4 ,0 ,19 
01,北海道,01486,遠別町,10 ,2 ,9 ,21 ,3 ,7 ,11 ,3 ,5 ,0 ,0 ,9 ,0 ,40 
01,北海道,01487,天塩町,5 ,2 ,4 ,11 ,4 ,9 ,13 ,3 ,7 ,0 ,3 ,14 ,0 ,38 
01,北海道,01511,猿払村,18 ,2 ,15 ,35 ,2 ,5 ,7 ,3 ,4 ,0 ,0 ,7 ,0 ,50 
01,北海道,01512,浜頓別町,47 ,3 ,25 ,74 ,5 ,9 ,14 ,4 ,6 ,0 ,0 ,10 ,0 ,99 
01,北海道,01513,中頓別町,4 ,1 ,13 ,17 ,2 ,5 ,7 ,2 ,3 ,0 ,0 ,5 ,0 ,30 
01,北海道,01514,枝幸町,45 ,5 ,50 ,100 ,9 ,19 ,28 ,10 ,12 ,1 ,6 ,29 ,1 ,158 
01,北海道,01516,豊富町,9 ,2 ,6 ,17 ,4 ,9 ,13 ,4 ,7 ,0 ,0 ,12 ,0 ,42 
01,北海道,01517,礼文町,16 ,2 ,0 ,19 ,4 ,8 ,11 ,2 ,3 ,0 ,30 ,35 ,0 ,66 
01,北海道,01518,利尻町,5 ,2 ,0 ,7 ,3 ,7 ,9 ,1 ,3 ,0 ,10 ,14 ,0 ,31 
01,北海道,01519,利尻富士町,15 ,2 ,1 ,18 ,3 ,7 ,10 ,2 ,4 ,0 ,20 ,26 ,0 ,55 
01,北海道,01520,幌延町,0 ,2 ,4 ,6 ,3 ,5 ,8 ,2 ,4 ,0 ,0 ,7 ,0 ,21 
01,北海道,01543,美幌町,78 ,8 ,18 ,104 ,22 ,39 ,61 ,22 ,24 ,2 ,0 ,48 ,1 ,214 
01,北海道,01544,津別町,74 ,2 ,22 ,98 ,5 ,13 ,18 ,7 ,10 ,0 ,0 ,17 ,0 ,133 
01,北海道,01545,斜里町,100 ,4 ,38 ,143 ,14 ,24 ,39 ,13 ,19 ,1 ,0 ,33 ,1 ,215 
01,北海道,01546,清里町,28 ,2 ,11 ,42 ,3 ,9 ,13 ,5 ,10 ,0 ,0 ,15 ,0 ,70 
01,北海道,01547,小清水町,10 ,2 ,10 ,21 ,4 ,10 ,14 ,6 ,14 ,0 ,0 ,20 ,0 ,56 
01,北海道,01549,訓子府町,39 ,2 ,7 ,48 ,4 ,9 ,13 ,6 ,11 ,0 ,0 ,18 ,0 ,79 
01,北海道,01550,置戸町,13 ,1 ,19 ,33 ,3 ,8 ,11 ,4 ,7 ,0 ,0 ,11 ,0 ,56 
01,北海道,01552,佐呂間町,89 ,2 ,14 ,106 ,5 ,12 ,17 ,6 ,11 ,0 ,0 ,18 ,0 ,141 
01,北海道,01555,遠軽町,62 ,9 ,72 ,143 ,23 ,44 ,67 ,21 ,22 ,2 ,0 ,45 ,1 ,256 
01,北海道,01559,湧別町,50 ,6 ,61 ,117 ,8 ,19 ,27 ,10 ,18 ,1 ,0 ,29 ,1 ,174 
01,北海道,01560,滝上町,10 ,2 ,15 ,27 ,3 ,8 ,11 ,3 ,5 ,0 ,0 ,9 ,0 ,48 
01,北海道,01561,興部町,55 ,3 ,15 ,73 ,4 ,9 ,13 ,5 ,7 ,0 ,0 ,12 ,0 ,98 
01,北海道,01562,西興部村,2 ,1 ,4 ,6 ,1 ,2 ,3 ,1 ,2 ,0 ,0 ,3 ,0 ,13 
01,北海道,01563,雄武町,48 ,3 ,32 ,83 ,4 ,10 ,14 ,5 ,8 ,0 ,0 ,13 ,0 ,111 
01,北海道,01564,大空町,12 ,3 ,5 ,20 ,7 ,13 ,20 ,9 ,17 ,1 ,0 ,26 ,0 ,67 
01,北海道,01571,豊浦町,5 ,3 ,3 ,11 ,4 ,9 ,13 ,4 ,5 ,0 ,0 ,10 ,0 ,33 
01,北海道,01575,壮瞥町,2 ,1 ,2 ,4 ,6 ,6 ,12 ,3 ,4 ,0 ,0 ,8 ,0 ,24 
01,北海道,01578,白老町,416 ,5 ,32 ,454 ,17 ,37 ,54 ,19 ,16 ,1 ,0 ,37 ,1 ,546 
01,北海道,01581,厚真町,12 ,3 ,7 ,22 ,4 ,9 ,13 ,6 ,9 ,0 ,102 ,117 ,0 ,152 
01,北海道,01584,洞爺湖町,41 ,3 ,3 ,48 ,15 ,22 ,38 ,10 ,11 ,1 ,0 ,22 ,1 ,108 
01,北海道,01585,安平町,24 ,4 ,15 ,43 ,9 ,16 ,25 ,8 ,9 ,1 ,0 ,18 ,0 ,86 
01,北海道,01586,むかわ町,31 ,5 ,33 ,70 ,9 ,21 ,29 ,10 ,15 ,1 ,0 ,26 ,1 ,126 
01,北海道,01601,日高町,54 ,5 ,97 ,156 ,14 ,29 ,43 ,14 ,18 ,1 ,0 ,33 ,1 ,234 
01,北海道,01602,平取町,8 ,4 ,17 ,29 ,5 ,12 ,17 ,6 ,10 ,0 ,0 ,17 ,0 ,64 
01,北海道,01604,新冠町,11 ,3 ,72 ,86 ,3 ,11 ,14 ,6 ,9 ,0 ,0 ,15 ,0 ,115 
01,北海道,01607,浦河町,29 ,6 ,126 ,161 ,16 ,30 ,46 ,13 ,20 ,1 ,3 ,37 ,1 ,245 
01,北海道,01608,様似町,47 ,3 ,32 ,81 ,5 ,11 ,16 ,5 ,8 ,0 ,0 ,14 ,0 ,112 
01,北海道,01609,えりも町,21 ,2 ,33 ,56 ,5 ,10 ,15 ,5 ,7 ,0 ,2 ,14 ,0 ,85 
01,北海道,01610,新ひだか町,86 ,11 ,97 ,193 ,27 ,50 ,77 ,25 ,30 ,2 ,0 ,57 ,2 ,328 
01,北海道,01631,音更町,181 ,9 ,71 ,261 ,21 ,51 ,72 ,30 ,44 ,2 ,0 ,76 ,2 ,410 
01,北海道,01632,士幌町,40 ,1 ,26 ,68 ,4 ,10 ,14 ,7 ,15 ,0 ,0 ,22 ,0 ,105 
01,北海道,01633,上士幌町,8 ,2 ,28 ,38 ,5 ,10 ,16 ,6 ,11 ,0 ,0 ,17 ,0 ,71 
01,北海道,01634,鹿追町,4 ,1 ,13 ,18 ,6 ,9 ,15 ,6 ,11 ,0 ,0 ,17 ,0 ,51 
01,北海道,01635,新得町,23 ,2 ,29 ,55 ,8 ,15 ,24 ,7 ,10 ,1 ,0 ,18 ,0 ,97 
01,北海道,01636,清水町,123 ,3 ,25 ,151 ,9 ,18 ,27 ,11 ,20 ,1 ,0 ,31 ,1 ,209 
01,北海道,01637,芽室町,208 ,4 ,11 ,223 ,14 ,24 ,38 ,16 ,34 ,1 ,0 ,51 ,1 ,313 
01,北海道,01638,中札内村,15 ,1 ,24 ,40 ,3 ,7 ,10 ,4 ,8 ,0 ,0 ,12 ,0 ,62 
01,北海道,01639,更別村,7 ,1 ,7 ,14 ,3 ,5 ,7 ,4 ,9 ,0 ,0 ,13 ,0 ,34 
01,北海道,01641,大樹町,45 ,2 ,23 ,70 ,5 ,11 ,17 ,7 ,14 ,0 ,0 ,21 ,0 ,108 
01,北海道,01642,広尾町,40 ,3 ,29 ,73 ,8 ,16 ,24 ,8 ,14 ,1 ,15 ,38 ,1 ,135 
01,北海道,01643,幕別町,72 ,8 ,22 ,101 ,14 ,34 ,48 ,22 ,36 ,1 ,0 ,59 ,1 ,210 
01,北海道,01644,池田町,37 ,3 ,14 ,53 ,7 ,16 ,23 ,9 ,13 ,1 ,0 ,23 ,0 ,100 
01,北海道,01645,豊頃町,6 ,2 ,9 ,17 ,3 ,7 ,10 ,5 ,11 ,0 ,0 ,16 ,0 ,44 
01,北海道,01646,本別町,74 ,6 ,24 ,103 ,8 ,18 ,26 ,10 ,18 ,1 ,0 ,29 ,1 ,159 
01,北海道,01647,足寄町,16 ,5 ,37 ,58 ,8 ,17 ,25 ,10 ,16 ,1 ,0 ,26 ,1 ,110 
01,北海道,01648,陸別町,7 ,2 ,30 ,39 ,2 ,7 ,9 ,3 ,6 ,0 ,0 ,9 ,0 ,57 
01,北海道,01649,浦幌町,23 ,2 ,18 ,44 ,5 ,12 ,18 ,8 ,15 ,1 ,0 ,23 ,0 ,85 
01,北海道,01661,釧路町,45 ,8 ,12 ,65 ,20 ,28 ,47 ,17 ,20 ,1 ,0 ,37 ,1 ,151 
01,北海道,01662,厚岸町,71 ,4 ,33 ,108 ,11 ,21 ,31 ,12 ,15 ,1 ,0 ,28 ,1 ,168 
01,北海道,01663,浜中町,41 ,2 ,25 ,69 ,5 ,11 ,17 ,7 ,13 ,1 ,2 ,22 ,0 ,107 
01,北海道,01664,標茶町,62 ,4 ,23 ,89 ,8 ,16 ,24 ,10 ,19 ,1 ,0 ,29 ,1 ,143 
01,北海道,01665,弟子屈町,13 ,5 ,22 ,39 ,12 ,18 ,30 ,9 ,13 ,1 ,0 ,23 ,1 ,93 
01,北海道,01667,鶴居村,7 ,1 ,11 ,19 ,3 ,4 ,7 ,3 ,5 ,0 ,0 ,8 ,0 ,34 
01,北海道,01668,白糠町,276 ,4 ,39 ,319 ,8 ,21 ,30 ,11 ,13 ,1 ,0 ,25 ,1 ,374 
01,北海道,01691,別海町,196 ,5 ,14 ,215 ,13 ,25 ,38 ,18 ,35 ,1 ,0 ,54 ,1 ,308 
01,北海道,01692,中標津町,52 ,9 ,23 ,85 ,23 ,35 ,58 ,22 ,30 ,1 ,0 ,53 ,1 ,197 
01,北海道,01693,標津町,52 ,3 ,36 ,91 ,5 ,11 ,16 ,7 ,11 ,0 ,0 ,18 ,0 ,126 
01,北海道,01694,羅臼町,43 ,2 ,70 ,115 ,5 ,11 ,16 ,6 ,9 ,0 ,0 ,16 ,0 ,147 
02,青森県,02201,青森市,631 ,41 ,51 ,724 ,285 ,463 ,748 ,188 ,233 ,19 ,146 ,585 ,22 ,"2,079 "
02,青森県,02202,弘前市,578 ,21 ,21 ,620 ,150 ,281 ,432 ,109 ,169 ,12 ,0 ,291 ,14 ,"1,356 "
02,青森県,02203,八戸市,"2,515 ",36 ,118 ,"2,668 ",206 ,363 ,569 ,166 ,207 ,15 ,101 ,490 ,18 ,"3,744 "
02,青森県,02204,黒石市,190 ,6 ,9 ,204 ,23 ,49 ,72 ,22 ,41 ,2 ,0 ,65 ,3 ,345 
02,青森県,02205,五所川原市,233 ,11 ,15 ,259 ,44 ,88 ,132 ,38 ,65 ,4 ,0 ,107 ,5 ,503 
02,青森県,02206,十和田市,229 ,14 ,46 ,289 ,51 ,99 ,150 ,46 ,81 ,4 ,20 ,151 ,5 ,594 
02,青森県,02207,三沢市,327 ,5 ,16 ,349 ,35 ,61 ,96 ,30 ,39 ,3 ,0 ,71 ,3 ,518 
02,青森県,02208,むつ市,163 ,10 ,56 ,228 ,50 ,102 ,152 ,40 ,51 ,4 ,0 ,96 ,5 ,481 
02,青森県,02209,つがる市,55 ,6 ,8 ,69 ,17 ,50 ,67 ,25 ,54 ,3 ,0 ,82 ,3 ,222 
02,青森県,02210,平川市,75 ,4 ,11 ,91 ,16 ,44 ,59 ,21 ,38 ,2 ,0 ,62 ,3 ,215 
02,青森県,02301,平内町,36 ,1 ,2 ,40 ,6 ,20 ,26 ,8 ,13 ,1 ,0 ,22 ,1 ,89 
02,青森県,02303,今別町,4 ,1 ,7 ,12 ,2 ,7 ,10 ,3 ,4 ,0 ,0 ,7 ,0 ,29 
02,青森県,02304,蓬田村,5 ,0 ,2 ,8 ,1 ,5 ,6 ,2 ,4 ,0 ,0 ,6 ,0 ,20 
02,青森県,02307,外ヶ浜町,40 ,2 ,17 ,59 ,4 ,15 ,19 ,6 ,9 ,1 ,0 ,15 ,1 ,94 
02,青森県,02321,鰺ヶ沢町,21 ,3 ,9 ,32 ,8 ,20 ,28 ,8 ,15 ,1 ,0 ,25 ,1 ,86 
02,青森県,02323,深浦町,19 ,3 ,17 ,39 ,5 ,18 ,23 ,6 ,11 ,1 ,2 ,20 ,1 ,83 
02,青森県,02343,西目屋村,3 ,0 ,4 ,8 ,1 ,3 ,4 ,1 ,3 ,0 ,0 ,4 ,0 ,16 
02,青森県,02361,藤崎町,22 ,2 ,5 ,30 ,8 ,20 ,28 ,10 ,18 ,1 ,0 ,29 ,1 ,87 
