都道府県コード,都道府県,市区町村コード,市区町村,製造業,建設業・鉱業,農林水産業,産業部門　小計,業務,家庭,民生部門　小計,旅客自動車,貨物自動車,鉄道,船舶,運輸部門　小計,一般廃棄物,排出量合計
01,北海道,01100,札幌市,"1,496 ",184 ,66 ,"1,747 ","4,199 ","4,685 ","8,884 ","1,569 ",804 ,115 ,0 ,"2,488 ",109 ,"13,227 "
01,北海道,01202,函館市,535 ,26 ,21 ,582 ,641 ,701 ,"1,342 ",277 ,159 ,17 ,208 ,661 ,25 ,"2,610 "
01,北海道,01203,小樽市,486 ,9 ,11 ,505 ,272 ,335 ,607 ,105 ,68 ,8 ,60 ,241 ,20 ,"1,372 "
01,北海道,01204,旭川市,549 ,39 ,38 ,626 ,735 ,848 ,"1,582 ",357 ,213 ,22 ,0 ,591 ,10 ,"2,809 "
01,北海道,01205,室蘭市,"1,838 ",15 ,5 ,"1,858 ",211 ,237 ,449 ,94 ,50 ,6 ,56 ,207 ,17 ,"2,531 "
01,北海道,01206,釧路市,828 ,20 ,47 ,895 ,398 ,460 ,858 ,201 ,144 ,11 ,67 ,424 ,25 ,"2,201 "
01,北海道,01207,帯広市,352 ,22 ,41 ,416 ,392 ,395 ,787 ,201 ,145 ,10 ,0 ,356 ,10 ,"1,569 "
01,北海道,01208,北見市,395 ,15 ,71 ,481 ,258 ,293 ,551 ,140 ,115 ,8 ,0 ,263 ,11 ,"1,306 "
01,北海道,01209,夕張市,33 ,1 ,4 ,38 ,21 ,31 ,51 ,11 ,7 ,1 ,0 ,20 ,0 ,109 
01,北海道,01210,岩見沢市,192 ,8 ,40 ,239 ,161 ,208 ,369 ,91 ,68 ,6 ,0 ,165 ,1 ,775 
01,北海道,01211,網走市,129 ,5 ,34 ,168 ,89 ,91 ,180 ,44 ,35 ,2 ,5 ,87 ,0 ,435 
01,北海道,01212,留萌市,58 ,5 ,8 ,70 ,59 ,62 ,121 ,24 ,18 ,2 ,4 ,47 ,0 ,238 
01,北海道,01213,苫小牧市,"3,390 ",26 ,31 ,"3,447 ",371 ,401 ,772 ,189 ,183 ,11 ,162 ,544 ,28 ,"4,791 "
01,北海道,01214,稚内市,167 ,6 ,26 ,199 ,89 ,94 ,183 ,41 ,32 ,2 ,47 ,122 ,0 ,504 
01,北海道,01215,美唄市,45 ,4 ,9 ,57 ,46 ,63 ,109 ,27 ,22 ,2 ,0 ,50 ,0 ,217 
01,北海道,01216,芦別市,47 ,1 ,12 ,60 ,27 ,44 ,71 ,17 ,12 ,1 ,0 ,29 ,0 ,160 
01,北海道,01217,江別市,310 ,7 ,16 ,333 ,145 ,261 ,407 ,110 ,53 ,7 ,0 ,170 ,20 ,930 
01,北海道,01218,赤平市,60 ,1 ,3 ,65 ,20 ,35 ,55 ,13 ,8 ,1 ,0 ,22 ,0 ,141 
01,北海道,01219,紋別市,141 ,3 ,13 ,157 ,53 ,60 ,113 ,27 ,25 ,2 ,2 ,56 ,0 ,326 
